Type,AGB,Mean_AGB_Carbon_Secure,Low_AGB_Carbon_Secure,Hi_AGB_Carbon_Secure,Mean_AGB_Carbon_Restor,Low_AGB_Carbon_Restor,Hi_AGB_Carbon_Restor,Mean_SOC_Carbon_Secure,Low_SOC_Carbon_Secure,Hi_SOC_Carbon_Secure,Mean_SOC_Carbon_Restor,Low_SOC_Carbon_Restor,Hi_SOC_Carbon_Restor,typology_class,total_AGB_MgC,total_SOC_MgC,total_carbon_MgC,AGB_ha,carbon_density,restoration_efficiency,AGB_uncertainty,SOC_uncertainty
OpenCoast_61042,3598.06656569947,863.29002393271,856.012927165228,870.567120700192,288.846871069917,195.562348916908,618.563062555712,6089.24173614765,6060.60945343179,6117.87401886352,670.959175290112,469.936325224324,848.884420894532,OpenCoast,1152.136895002627,6760.2009114377615,7912.337806440389,3598.06656569947,2.199052647293705,0.2667560560190584,14.554193534964043,57.26456543173026
OpenCoast_61044,68.6830941302269,11.6160282947746,11.03252591481,12.1995306747393,10.3769852766653,6.49970531270706,17.404663762628,84.4605507399492,79.9721359922369,88.9489654876615,9.233677790107,1.5524918388373,16.7222901059515,OpenCoast,21.9930135714399,93.6942285300562,115.6872421014961,68.6830941302269,1.6843627033189092,0.2855238733070093,1.1670047599293003,8.976829495424596
OpenCoast_61046,745.420464478947,58.5673072566682,56.3429789984352,60.7916355149011,180.123779674135,128.112680859265,256.755219901568,825.712199508348,810.667756003206,840.75664301349,451.429845189807,309.885627822917,580.638925598724,OpenCoast,238.69108693080318,1277.1420446981551,1515.8331316289582,745.420464478947,2.0335276583646436,0.8472448167966538,4.448656516465903,30.088887010283997
OpenCoast_61049,21881.3666619958,1925.5192776714,1920.47227124629,1930.56628409651,5081.11314116627,3689.82677518687,7073.30388492188,14107.7439357704,14082.7256424586,14132.7622290821,6369.49688211993,4177.83583792148,8295.39080626932,OpenCoast,7006.63241883767,20477.24081789033,27483.873236728003,21881.3666619958,1.2560400664764144,0.5233041518916621,10.094012850219997,50.036586623500625
OpenCoast_61051,425.353460589799,81.3746956703521,79.7216574714618,83.0277338692424,54.8277359451074,34.9852518517106,95.0877651228731,427.155867332148,423.271231158965,431.040503505331,37.3208144277558,5.92533208972783,65.3330751177782,OpenCoast,136.2024316154595,464.4766817599038,600.6791133753633,425.353460589799,1.4121881424038636,0.2166399451531185,3.3060763977806005,7.7692723463659945
OpenCoast_61054,195603.489601878,15001.7885794746,14892.4612322596,15111.1159266896,47632.4048259427,35025.8904377119,65751.5451575104,197108.583775973,196559.697019199,197657.470532748,110849.645449754,77787.175891377,139977.953440345,OpenCoast,62634.1934054173,307958.22922572703,370592.42263114435,195603.489601878,1.8946104866811448,0.8102209761096977,218.65469442999893,1097.7735135490075
OpenCoast_61056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61057,785.102615034558,118.137369831255,116.991268109023,119.283471553487,133.26033852896,86.5070298495101,206.05642971586,927.738823572622,924.829847016021,930.647800129223,98.8012932287433,0.0,185.833294060537,OpenCoast,251.397708360215,1026.5401168013652,1277.9378251615803,785.102615034558,1.6277334971114943,0.2955812747451983,2.2922034444640076,5.817953113202066
OpenCoast_61060,57928.6443466464,4775.99532738858,4760.50495770326,4791.4856970739,13773.3358788511,10159.8785064871,19060.1189603459,55343.3642688038,55184.8851831298,55501.8433544779,29783.1716147976,20898.5121547283,37612.1317120428,OpenCoast,18549.33120623968,85126.5358836014,103675.86708984108,57928.6443466464,1.7897167844882094,0.7518993062051568,30.98073937064055,316.95817134810204
OpenCoast_61061,17782.2036747422,1445.93812462356,1440.44653938116,1451.42970986597,4248.10131406563,3113.46314908546,5874.28183937517,34113.5239476667,33982.0707903953,34244.9771049382,17568.5272511971,12009.319362672,22478.4714784951,OpenCoast,5694.039438689189,51682.0511988638,57376.09063755299,17782.2036747422,3.226601814208767,1.2268799168154294,10.983170484809989,262.9063145429027
OpenCoast_61064,3891.70316748801,305.769141073073,302.145538707022,309.392743439124,940.393130188262,687.018607491424,1306.72914464014,4755.59394064481,4713.86367943785,4797.32420185176,2599.95799709529,1801.92020091702,3313.10277885877,OpenCoast,1246.162271261335,7355.5519377401,8601.714209001435,3891.70316748801,2.2102698584161575,0.9097176672826139,7.247204732101977,83.46052241391044
OpenCoast_61066,17472.8544145662,5021.88400752217,5001.66896793072,5042.09904711363,573.098704566076,286.491485288653,2157.80133948647,37278.4559370403,37201.2239635815,37355.6879104992,483.257011501727,0.0,907.984131607463,OpenCoast,5594.9827120882455,37761.71294854203,43356.69566063028,17472.8544145662,2.4813745156879508,0.060456963184399595,40.43007918291005,154.4639469176982
OpenCoast_61067,21227.4395639551,1878.20047925606,1864.53075329007,1891.87020522205,4919.03794351801,3609.01790984849,6883.48971185764,26904.2909277098,26764.2971121138,27044.2847433057,13784.860480219,9638.29982898544,17459.3663814251,OpenCoast,6797.23842277407,40689.1514079288,47486.38983070287,21227.4395639551,2.237028619849958,0.8811189106149595,27.339451931979966,279.9876311918997
OpenCoast_61070,9688.9171056299,742.849274488645,737.919972192815,747.778576784475,2359.63887190511,1736.2822875125,3255.03615776771,7944.86371177433,7904.35390352845,7985.3735200202,4468.98583787306,3128.80675348001,5656.30624334764,OpenCoast,3102.4881463937554,12413.84954964739,15516.337696041144,9688.9171056299,1.6014522084232847,0.7047871950323827,9.858604591660082,81.01961649174973
OpenCoast_61071,8041.82248700508,762.566082380387,758.480127963005,766.652036797768,1812.50589618351,1297.75418497239,2551.47665352748,9090.65549792222,9059.06178633236,9122.24920951209,3562.56897754614,2205.20100479214,4760.02230711093,OpenCoast,2575.071978563897,12653.22447546836,15228.296454032257,8041.82248700508,1.893637478151243,0.6683901419628855,8.17190883476303,63.187423179730104
OpenCoast_61072,6998.73345919949,711.446123311167,707.309982559608,715.582264062727,1529.6183176591,1081.39460941759,2173.46694321696,11594.5704261162,11525.438704144,11663.7021480884,3907.20778850247,2240.24735920053,5385.96347035161,OpenCoast,2241.0644409702672,15501.778214618671,17742.84265558894,6998.73345919949,2.53515050387679,0.7768299990071961,8.272281503118961,138.2634439443991
OpenCoast_61074,742.333787664907,65.1363559918236,64.3988189545334,65.873893029114,172.566346156356,125.719927092647,242.236986657063,887.841545614397,881.513473827688,894.169617401105,445.597890208388,307.073082194381,568.904432732653,OpenCoast,237.70270214817958,1333.439435822785,1571.1421379709645,742.333787664907,2.116490134327801,0.8327308370392891,1.4750740745806041,12.656143573417012
OpenCoast_61075,35139.1784340424,3710.2482238326,3692.8983763954,3727.5980712698,7541.6681025321,5298.08907733207,10761.3097693959,37908.8250039724,37789.4901317031,38028.1598762416,11648.5688234651,6342.41818656959,16325.1549931127,OpenCoast,11251.9163263647,49557.3938274375,60809.3101538022,35139.1784340424,1.730527373255002,0.5461208195865483,34.69969487439994,238.6697445384998
OpenCoast_61076,3112.29097842613,968.513829576428,966.66873831651,970.358920836346,28.0728646254037,0.0,309.389800846371,2644.1171649971,2641.64913359201,2646.58519640219,0.0,0.0,0.0,OpenCoast,996.5866942018316,2644.1171649971,3640.7038591989317,3112.29097842613,1.169782608514329,0.009020000000000002,3.6901825198359575,4.936062810179919
OpenCoast_61077,10117.0736241269,1368.84006134437,1325.1903700162,1412.48975267254,1870.74808383731,1192.67133301458,2872.06249710084,13969.8378938562,13735.834529197,14203.8412585154,1668.04034553507,0.0,3179.96446086166,OpenCoast,3239.5881451816804,15637.87823939127,18877.466384572952,10117.0736241269,1.865901849281251,0.3497837972566673,87.29938265633996,468.0067293184002
OpenCoast_61078,101.649211386172,19.4465883272971,18.8384072809561,20.054769373638,13.1025056506689,8.26709383764729,22.9677857135917,91.12779474953,90.1731765717959,92.0824129272641,7.9618794382925,1.26232537777388,13.9569881528055,OpenCoast,32.549093977966,99.0896741878225,131.6387681657885,101.649211386172,1.2950299010750237,0.20722625194736066,1.2163620926818979,1.9092363554681953
OpenCoast_61079,113.818687033796,8.94267642587258,8.38137556469846,9.50397728704669,27.5032053492191,19.0575740219856,40.1403212400337,103.564177689079,100.475323866937,106.653031511221,56.620164664187,38.4076689699913,73.6561550159867,OpenCoast,36.44588177509168,160.184342353266,196.63022412835767,113.818687033796,1.7275741730351588,0.7390998104593096,1.1226017223482287,6.177707644283998
OpenCoast_61083,371.210804933607,115.517090387289,113.505126074094,117.529054700484,3.34832146050114,0.0,37.4730319334877,356.791163502282,353.89063783757,359.691689166993,0.0,0.0,0.0,OpenCoast,118.86541184779014,356.791163502282,475.65657535007216,371.210804933607,1.2813651139145743,0.009020000000000014,4.023928626390003,5.8010513294229895
OpenCoast_61088,12142.2253560215,1003.38774217422,993.558693162008,1013.21679118642,2884.67423907744,2097.26635352268,4018.88955101148,11021.9666131431,10946.5462319888,11097.3869942973,5533.01674769464,3741.37423933508,7126.58241271615,OpenCoast,3888.0619812516597,16554.98336083774,20443.0453420894,12142.2253560215,1.6836325090895639,0.6932576805286873,19.65809802441197,150.84076230850042
OpenCoast_61089,14911.5594490128,2017.53399345143,2005.59411964099,2029.47386726187,2757.29645771695,1805.03470767689,4126.59686343246,14747.0612891534,14714.9729552689,14779.1496230378,1760.84313900339,0.0,3308.76484097862,OpenCoast,4774.83045116838,16507.90442815679,21282.734879325173,14911.5594490128,1.4272641940702029,0.3029957807008211,23.879747620880153,64.17666776889928
OpenCoast_61091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61092,6258.20995809486,1947.49235685954,1928.04040775113,1966.94430596795,56.4490538220157,0.0,627.14166277239,9389.15069792225,9340.56388587047,9437.73750997404,0.0,0.0,0.0,OpenCoast,2003.9414106815557,9389.15069792225,11393.092108603807,6258.20995809486,1.8205033364000656,0.00902000000000001,38.903898216819925,97.17362410357055
OpenCoast_61093,2501.49497163939,327.735042913276,326.341572611285,329.128513215267,473.268661955373,341.198900971555,701.875120081648,1724.03545444206,1721.06708655232,1727.0038223318,573.712204712218,383.064861702529,741.224547462463,OpenCoast,801.003704868649,2297.747659154278,3098.751364022927,2501.49497163939,1.2387597813127391,0.41854206326124943,2.786940603981975,5.936735779479932
OpenCoast_61095,70359.7780869507,5615.99325084093,5606.37740396766,5625.6090977142,16913.9112903816,12467.1480884649,23300.1902610496,43110.4167224844,43056.5725869685,43164.2608580003,23122.2659739576,16073.7779592472,29308.6649745364,OpenCoast,22529.904541222528,66232.682696442,88762.58723766453,70359.7780869507,1.2615529731769708,0.5690208007032433,19.23169374654026,107.68827103180229
OpenCoast_61096,16066.2400483587,1282.33584273354,1270.88015824633,1293.79152722076,3862.23488315138,2833.92994221905,5358.85895441894,14374.886426207,14274.2337075737,14475.5391448403,7893.60245204057,5515.86296182644,10009.6923373874,OpenCoast,5144.57072588492,22268.48887824757,27413.05960413249,16066.2400483587,1.7062523354325807,0.7317105495627714,22.911368974429934,201.30543726660107
OpenCoast_61097,5693.12214049912,704.262131858999,700.159830826343,708.364432891654,1118.73250875022,754.846064081469,1641.75993446212,6618.02695560823,6593.65456993612,6642.39934128034,1230.41150396579,391.796521994106,1970.16137084473,OpenCoast,1822.994640609219,7848.43845957402,9671.43310018324,5693.12214049912,1.6987924835449495,0.41262842333996697,8.204602065311065,48.74477134421977
OpenCoast_61098,35001.0781388229,5875.58096220547,5862.13693722433,5889.02498718661,5332.11426862701,3464.94905738017,8508.63583792413,53615.7021355872,53558.1006507413,53673.3036204331,4956.22730009383,0.0,9302.90994850816,OpenCoast,11207.69523083248,58571.92943568103,69779.62466651351,35001.0781388229,1.9936421498146522,0.2939435616215804,26.888049962280093,115.20296969180345
OpenCoast_61099,5283.57185186322,717.238045918111,716.326066271051,718.150025565171,974.61449676701,640.923257367913,1453.03789250562,4403.24278420949,4400.37226084924,4406.11330756974,524.039974371894,0.0,983.215503579583,OpenCoast,1691.852542685121,4927.282758581385,6619.135301266506,5283.57185186322,1.25277662286968,0.2836441924434911,1.823959294119959,5.74104672049998
OpenCoast_61101,3311.17544909688,455.098806946223,450.09381704888,460.103796843566,605.172683609091,398.079913876745,913.7807782826,2857.10370781299,2846.64779751657,2867.55961810942,390.029444585755,57.5706207478384,683.237158018355,OpenCoast,1060.271490555314,3247.1331523987446,4307.4046429540585,3311.17544909688,1.3008687425877414,0.30055856099871914,10.00997979468599,20.91182059285029
OpenCoast_61102,14106.3491401399,1951.56810416247,1937.09865718296,1966.03755114197,2565.42595400171,1675.46029686771,3866.2732585582,16447.7807360157,16399.8832350193,16495.6782370121,1920.46117498419,0.0,3611.35076340177,OpenCoast,4516.99405816418,18368.24191099989,22885.235969164067,14106.3491401399,1.6223358532962768,0.3180048277850445,28.938893959009874,95.79500199279937
OpenCoast_61103,1046.16248797549,176.932230778854,174.650665568974,179.213795988735,158.059459495777,102.893740529776,255.678348943928,1173.39898270413,1165.90563373256,1180.89233167571,128.282233902182,22.6336205575393,222.006226220967,OpenCoast,334.99169027463097,1301.681216606312,1636.6729068809432,1046.16248797549,1.5644538259522147,0.27370671065838065,4.563130419760995,14.98669794314992
OpenCoast_61106,281.826672859067,64.6567639979021,62.6047891102401,66.7087388855641,25.5869549182997,15.4478188751242,52.626523789297,4624.64217487533,4598.76181017977,4650.52253957089,222.888308145859,0.0,420.254311702673,OpenCoast,90.2437189162018,4847.530483021189,4937.774201937391,281.826672859067,17.520606377830756,0.8816598533539574,4.103949775324004,51.76072939112055
OpenCoast_61107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61110,942.897807823026,180.386500331863,179.325902345893,181.447098317833,121.538806711148,78.6958281612771,207.802842050883,660.518713333325,658.680574436642,662.356852230008,57.7098389876612,9.22080419664528,100.39383684272,OpenCoast,301.925307043011,718.2285523209862,1020.1538593639972,942.897807823026,1.0819347026793293,0.1901040008913168,2.121195971939983,3.676277793366012
OpenCoast_61114,50.6206131139732,7.16400335115797,6.7289899612742,7.59901674104174,9.0452231740674,5.85294090881063,14.4377033926592,37.6102832714447,36.5342099967149,38.6863565461745,7.56798016306629,3.4043022108519,11.4417172736419,OpenCoast,16.20922652522537,45.17826343451099,61.38748995973636,50.6206131139732,1.2126974800072323,0.328190480422052,0.8700267797675396,2.1521465494596015
OpenCoast_61115,144.385123794116,21.6950517953455,20.5690046765044,22.8210989141866,24.5385086947684,15.2516210245333,39.5116450940232,160.291908539977,157.649205683304,162.934611396649,17.0992872138904,0.0,32.5897499606953,OpenCoast,46.2335604901139,177.39119575386738,223.62475624398127,144.385123794116,1.548807455834965,0.28838009633202694,2.2520942376822006,5.285405713345
OpenCoast_61119,16.8924592128027,3.23170928399078,3.13305382472922,3.33036474325234,2.17742508054079,1.37491718812237,3.81411036676733,12.1698492322727,11.9796078837468,12.3600905807986,1.06328560496688,0.167701345592426,1.8734265569265,OpenCoast,5.40913436453157,13.23313483723958,18.64226920177115,16.8924592128027,1.1035852723943402,0.19184362943742106,0.1973109185231201,0.38048269705180005
OpenCoast_61120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61121,5833.70158113522,789.299823927596,781.788173307854,796.811474547337,1078.70975936771,703.609355977069,1620.18333157959,5253.50757823654,5235.6281679311,5271.38698854197,627.284486953616,0.0,1180.16126609149,OpenCoast,1868.009583295306,5880.792065190156,7748.801648485462,5833.70158113522,1.3282821448294873,0.292437695448478,15.023301239482976,35.758820610870316
OpenCoast_61122,2883.2951221329,897.252609056536,888.198604072688,906.306614040385,26.0073220016388,0.0,288.967326215775,3917.44162445112,3904.65647930711,3930.22676959513,0.0,0.0,0.0,OpenCoast,923.2599310581749,3917.44162445112,4840.701555509295,2883.2951221329,1.6788782800452335,0.009020000000000016,18.108009967697058,25.570290288019805
OpenCoast_61125,434.533506909367,33.3156839747411,32.5430651298722,34.0883028196101,105.826290272707,76.5719179526404,148.384376979479,731.660645677172,723.524229174943,739.797062179402,411.559113193409,286.395007381748,524.022919043743,OpenCoast,139.1419742474481,1143.219758870581,1282.3617331180292,434.533506909367,2.951122785073277,1.190668602626379,1.5452376897379025,16.272833004459017
OpenCoast_61126,2442.20690621727,214.292358898887,212.964948867095,215.619768930679,567.726714540944,415.752001038454,792.895040625209,2211.4884250037,2200.16421521148,2222.81263479593,1109.92167608015,766.421872107237,1414.23722799373,OpenCoast,782.019073439831,3321.41010108385,4103.429174523681,2442.20690621727,1.6802135658847492,0.6869394998229699,2.6548200635839976,22.64841958445004
