Type,AGB,Mean_AGB_Carbon_Secure,Low_AGB_Carbon_Secure,Hi_AGB_Carbon_Secure,Mean_AGB_Carbon_Restor,Low_AGB_Carbon_Restor,Hi_AGB_Carbon_Restor,Mean_SOC_Carbon_Secure,Low_SOC_Carbon_Secure,Hi_SOC_Carbon_Secure,Mean_SOC_Carbon_Restor,Low_SOC_Carbon_Restor,Hi_SOC_Carbon_Restor,typology_class,total_AGB_MgC,total_SOC_MgC,total_carbon_MgC,AGB_ha,carbon_density,restoration_efficiency,AGB_uncertainty,SOC_uncertainty
OpenCoast_60916,22026.0635079518,1994.17216157117,1979.86807082385,2008.47625231848,5058.79363431008,3641.75712804987,7096.08187877838,55707.6247123836,55324.9784986072,56090.27092616,23884.0913449177,15288.5674093913,31527.7327959169,OpenCoast,7052.9657958812495,79591.7160573013,86644.68185318254,22026.0635079518,3.933734315344286,1.3140289443358266,28.60818149462989,765.2924275528057
OpenCoast_60917,3625.57936291421,284.859928925695,283.330102160746,286.389755690645,876.086838873063,644.236062792326,1209.57536472076,4579.66400236109,4565.60362788768,4593.7243768345,2503.77433304023,1745.24635541686,3172.49373980748,OpenCoast,1160.946767798758,7083.43833540132,8244.385103200078,3625.57936291421,2.2739496996069923,0.9322265032964523,3.0596535298990375,28.12074894681973
OpenCoast_60920,518.931755963687,40.7722044739033,39.5993319707018,41.9450769771047,125.394933103229,90.0409717268148,177.156238219728,260.373278127855,256.950750888365,263.795805367345,142.35016596195,98.2219215812698,182.181270024752,OpenCoast,166.16713757713228,402.72344408980496,568.8905816669372,518.931755963687,1.096272438772751,0.5159543542829838,2.3457450064029004,6.845054478979989
OpenCoast_60921,1083.2001115037,100.513658746791,99.6235546253933,101.403762868188,246.337848957809,176.618964482086,347.089185904842,236.697236545162,235.36721338845,238.027259701875,98.0754363338656,62.191104878322,129.89252269951,OpenCoast,346.8515077046,334.7726728790276,681.6241805836275,1083.2001115037,0.6292689350238303,0.317959056349763,1.7802082427947,2.660046313424999
OpenCoast_60922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_60923,3593.21286513202,486.161700652363,480.959896724605,491.363504580121,664.420990891562,432.863907052144,999.105792646245,2480.65038558491,2467.92852679334,2493.37224437648,296.197060965362,0.0,558.21766665145,OpenCoast,1150.582691543925,2776.8474465502723,3927.430138094197,3593.21286513202,1.09301349113084,0.26734237238728953,10.403607855515986,25.443717583139914
OpenCoast_60925,2958.54822646689,274.533305215598,273.002506985946,276.064103445251,672.823422381363,483.996182089462,944.92415480592,1322.99600775719,1317.87539901042,1328.11661650396,548.183040168243,348.222362734738,724.759080001622,OpenCoast,947.356727596961,1871.179047925433,2818.535775522394,2958.54822646689,0.9526752852321426,0.4127046000557297,3.061596459305008,10.241217493539807
OpenCoast_60927,2570.35687657245,197.06926172681,194.66236883636,199.476154617259,625.984713720454,458.029103144376,868.307967157482,2961.62441387784,2944.39006553652,2978.85876221916,1665.91373280628,1165.48773427487,2110.0249565719,OpenCoast,823.0539754472641,4627.53814668412,5450.592122131384,2570.35687657245,2.120558499798559,0.8916654599274798,4.813785780898996,34.4686966826398
OpenCoast_60928,275.203930009502,46.543864662857,45.7429543037849,47.3447750219291,41.5791857654856,26.9490165174335,67.5452123646189,305.538262921135,303.674262253465,307.402263588806,33.4030721756629,5.89520097173853,57.7912267194524,OpenCoast,88.1230504283426,338.9413350967979,427.0643855251405,275.203930009502,1.5518106355181598,0.2724607091859465,1.6018207181442037,3.728001335341048
OpenCoast_60930,975.973134642851,85.6371279239807,84.902639830011,86.3716160179504,226.879229520006,165.747662188311,317.612927288847,1560.90688355664,1553.42747817236,1568.38628894091,783.401968020394,541.132697174265,997.866506143376,OpenCoast,312.5163574439867,2344.308851577034,2656.825209021021,975.973134642851,2.7222319085589,1.0351526714002262,1.468976187939404,14.958810768549938
OpenCoast_60931,26151.0878642091,2042.71516266116,2035.34812334824,2050.08220197408,6331.12468233724,4663.06680257113,8721.29306752144,51089.2303127962,50892.6336071196,51285.8270184728,27968.0029806924,19460.0578141233,35482.6958050512,OpenCoast,8373.8398449984,79057.23329348859,87431.07313848699,26151.0878642091,3.3433053948836635,1.3115755581997073,14.734078625839857,393.1934113532043
OpenCoast_60934,1114.5122891656,103.419217476616,100.125383306173,106.713051647058,253.458762637101,177.508638237254,365.262049197768,1030.30295031084,996.177343465061,1064.42855715662,426.905750496688,263.220049865637,580.863346053907,OpenCoast,356.877980113717,1457.208700807528,1814.086680921245,1114.5122891656,1.6276955387180112,0.610459408790509,6.5876683408849885,68.25121369155897
OpenCoast_60935,8441.60398601225,1079.07064905189,1074.47471534329,1083.66658276049,1624.0153633091,1160.40770757371,2395.60804588323,14472.8478707855,14428.8319242689,14516.8638173022,4559.64550122963,2890.74863402777,6030.49898224509,OpenCoast,2703.08601236099,19032.49337201513,21735.57938437612,8441.60398601225,2.574816281407184,0.7325220271864287,9.191867417200001,88.03189303329964
OpenCoast_60936,13688.5070837668,1074.06667194502,1063.87939239883,1084.25395149121,3309.13018134794,2421.64910988456,4586.93075392223,18041.827211884,17949.3326728845,18134.3217508835,9811.01485428188,6804.97836327509,12474.2385975044,OpenCoast,4383.19685329296,27852.842066165882,32236.038919458842,13688.5070837668,2.354971124476208,0.9584788870941959,20.374559092379968,184.9890779990019
OpenCoast_60937,196288.863272685,61083.1313618268,61015.369943547,61150.8927801066,1770.52554671962,0.0,19497.3861038021,194931.638720641,194840.354610244,195022.922831039,0.0,0.0,0.0,OpenCoast,62853.65690854642,194931.638720641,257785.29562918743,196288.863272685,1.3132955753636997,0.009020000000000007,135.5228365596049,182.5682207950158
OpenCoast_60941,221.52856300115,20.5563553287064,19.9222458046931,21.1904648527198,50.3793058298917,35.3194225744441,72.5316397206703,183.381576242939,174.141554176308,192.62159830957,75.984106819881,46.0134421593326,105.114453538553,OpenCoast,70.9356611585981,259.36568306282,330.30134422141805,221.52856300115,1.4910101873396047,0.5704158910158991,1.2682190480266975,18.480044133262
OpenCoast_60942,16173.2084552753,1265.26680341186,1261.22977629377,1269.30383052995,3913.55627605185,2885.45495148494,5389.52107719046,10888.7546071407,10875.2193033843,10902.2899108971,5988.77515751147,4188.74022843846,7568.64061993652,OpenCoast,5178.82307946371,16877.52976465217,22056.352844115878,16173.2084552753,1.3637586447432228,0.6122675943333572,8.07405423617979,27.070607512800052
OpenCoast_60943,19173.267532681,2594.14309717174,2571.44262195713,2616.84357238635,3545.32889946805,2314.29835976142,5320.91526385224,91514.7674107834,91392.0060534197,91637.5287681472,10927.1364072577,0.0,20515.8646495852,OpenCoast,6139.47199663979,102441.9038180411,108581.37581468088,19173.267532681,5.663164905491618,0.7548251899191053,45.40095042921985,245.5227147275
OpenCoast_60944,552.982299867049,74.8185051720118,70.5556518270858,79.0813585169377,102.251957068416,63.5000866443772,160.798762317773,6215.70187778303,6146.72196320609,6284.68179235997,742.173358541257,0.0,1407.01831172238,OpenCoast,177.0704622404278,6957.875236324287,7134.945698564714,552.982299867049,12.902665601195798,1.5270385974608849,8.525706689851901,137.9598291538805
OpenCoast_60945,652.593780766817,110.369923172188,108.185895928843,112.553950415532,98.5971313671545,63.7366680992553,160.576969259493,679.478733531372,672.682051536073,686.27541552667,74.2842384485076,13.0587157912533,129.018887719513,OpenCoast,208.96705453934248,753.7629719798796,962.7300265192221,652.593780766817,1.4752362877071643,0.2649142160265784,4.3680544866890045,13.593363990597027
OpenCoast_60946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_60950,193681.063924498,15543.4792147268,15518.2986411242,15568.6597883294,46475.1342645367,34192.2487067816,64048.757964562,243559.078325684,243356.923310343,243761.233341026,128066.427027879,88359.9910684745,162880.412712391,OpenCoast,62018.6134792635,371625.505353563,433644.1188328265,193681.063924498,2.238959813861165,0.9011803103294426,50.36114720519981,404.31003068300197
OpenCoast_60951,29.5393374885959,3.99667236220702,3.8388037644964,4.15454095991764,5.46211889501626,3.45492338804676,8.4475666184992,120.167480022815,118.872625238026,121.462334807605,14.3483558236197,0.0,27.1930600315533,OpenCoast,9.458791257223279,134.5158358464347,143.97462710365798,29.5393374885959,4.873996485508232,0.6706472251208777,0.31573719542124046,2.589709569579
OpenCoast_60952,3454.74037879448,264.874944842173,262.724515594423,267.025374089923,841.367471851608,618.175330810408,1162.34574603849,4594.00961770729,4558.78448182117,4629.23475359341,2584.13040996035,1804.51885738755,3279.04128379533,OpenCoast,1106.242416693781,7178.1400276676395,8284.382444361421,3454.74037879448,2.3979754007599925,0.9915355442735971,4.300858495499995,70.45027177223983
OpenCoast_60953,7956.61509757795,610.033679531301,606.336039856468,613.731319206135,1937.75404086413,1426.67303495639,2671.536330662,11933.8512627333,11879.9187861743,11987.7837392922,6712.79133528746,4702.46785286066,8491.34681533201,OpenCoast,2547.7877203954313,18646.64259802076,21194.43031841619,7956.61509757795,2.6637496043849005,1.0872142575785624,7.395279349667021,107.86495311789986
OpenCoast_60954,205.236419112181,15.7354762533309,15.3833679300372,16.0875845766246,49.9832775105805,36.1961598353816,70.0283093335425,374.575632853154,365.345010088998,383.80625561731,210.698793479899,144.615733160228,271.862764395595,OpenCoast,65.7187537639114,585.274426333053,650.9931800969645,205.236419112181,3.1719184290636813,1.2701550344629244,0.7042166465873994,18.46124552831202
OpenCoast_60955,30541.8428562291,2399.65707943904,2391.56341168632,2407.75074719177,7380.14642155407,5437.93753121527,10169.2044855719,36029.0662529854,35966.8540262929,36091.2784796778,19697.6571384108,13748.6794783891,24925.1686966311,OpenCoast,9779.80350099311,55726.7233913962,65506.52689238931,30541.8428562291,2.1448125183785054,0.8865805409133086,16.187335505450392,124.42445338489779
OpenCoast_60961,2150.16469788716,616.362762624622,610.201096233292,622.524429015952,72.1414752858265,36.1520914513915,268.746347672449,3069.93613264278,3059.94065055912,3079.93161472645,41.0958804216631,0.0,77.3056603685371,OpenCoast,688.5042379104484,3111.032013064443,3799.5362509748916,2150.16469788716,1.7670907976065608,0.05266450324422184,12.323332782660032,19.99096416732982
OpenCoast_60962,8874.56075618305,2682.11054882881,2678.43577103866,2685.78532661896,159.612550908568,55.0073088664625,961.41336778058,9707.37056403735,9698.38952832731,9716.35159974739,46.5522011313664,0.0,87.3661315422666,OpenCoast,2841.723099737378,9753.922765168716,12595.645864906095,8874.56075618305,1.41929794735255,0.023230980969542195,7.349555580300148,17.962071420079155
OpenCoast_60963,39969.2248836785,5407.8361267617,5373.03685083218,5442.63540269122,7390.70937324099,4835.73316574896,11066.6919854722,86566.9286589651,86267.8484064403,86866.0089114898,10336.3496906227,0.0,19447.6139354082,OpenCoast,12798.54550000269,96903.2783495878,109701.82384959048,39969.2248836785,2.744657274912214,0.4435177093239695,69.59855185904053,598.1605050494982
OpenCoast_60964,458880.832800974,107457.190538297,107396.054545571,107518.326531024,39481.0409329025,24453.5736535689,80918.1028918366,493166.794001163,492977.774453036,493355.81354929,22239.3286592027,0.0,41714.7234094235,OpenCoast,146938.23147119948,515406.12266036565,662344.3541315652,458880.832800974,1.4433907602735665,0.13450195602062678,122.27198545300053,378.0390962539823
OpenCoast_60967,3751.03019543022,293.589062456211,289.065604031729,298.112520880692,907.5283164225,660.557954477017,1265.06693729283,5532.25877289291,5487.05047940605,5577.46706637978,3027.67346126057,2098.38983846079,3856.93136437476,OpenCoast,1201.117378878711,8559.93223415348,9761.049613032192,3751.03019543022,2.6022316815587936,1.049098933534905,9.046916848963008,90.41658697372986
OpenCoast_60969,51486.4616930909,16022.072014273,15968.6572929134,16075.4867356325,464.40788447168,0.0,5125.51750991181,65833.1030000933,65746.9582861563,65919.2477140302,0.0,0.0,0.0,OpenCoast,16486.47989874468,65833.1030000933,82319.58289883798,51486.4616930909,1.5988588104877413,0.009020000000000002,106.82944271909946,172.28942787391134
OpenCoast_60973,2678.53791744412,810.242120267096,797.490996413265,822.993244120928,47.452506277686,15.871525405775,293.605633144324,3833.04551804793,3796.73784215458,3869.35319394127,17.8227539308968,0.0,33.7342050479024,OpenCoast,857.694626544782,3850.8682719788267,4708.562898523609,2678.53791744412,1.7578854747057504,0.02436973536326449,25.50224770766306,72.6153517866901
OpenCoast_60974,180.326201351371,20.7188976601244,17.9232448175848,23.514550502664,37.0233552745981,22.1782187744279,60.4791672331444,1284.2551443787,1218.44494969938,1350.06533905802,310.749357637775,133.409860411957,483.16896660811,OpenCoast,57.7422529347225,1595.0045020164748,1652.7467549511973,180.326201351371,9.165316756885323,1.9285756052428984,5.5913056850792024,131.62038935864007
OpenCoast_60975,8.86225652401577,2.68078098488193,2.48509536897183,2.87646660079203,0.157002176673161,0.0494579305118211,1.02618922278777,7.98305130013272,7.53736056510107,8.42874203516437,0.0371192980281776,0.0,0.0734843519985021,OpenCoast,2.837783161555091,8.020170598160897,10.857953759715988,8.86225652401577,1.2251906419422742,0.02190429425906259,0.3913712318202003,0.8913814700633003
OpenCoast_60977,1062.121967885,298.971089689408,286.472450288064,311.469729090751,41.1309856470468,20.9296070417473,142.658999280541,2207.4558940307,2193.89624574395,2221.01554231745,36.0238972265057,0.0,67.9597120020105,OpenCoast,340.10207533645485,2243.4797912572058,2583.5818665936604,1062.121967885,2.432471923858555,0.07264220608033442,24.997278802686992,27.119296573499923
OpenCoast_60978,30191.8282822587,4214.09563225654,4206.22585509074,4221.96540942234,5453.6297020055,3580.35465553821,8192.20294463342,22193.1947131344,22165.5503375825,22220.8390886862,2567.78353819427,0.0,4820.59130802696,OpenCoast,9667.725334262039,24760.97825132867,34428.70358559071,30191.8282822587,1.1403318561473694,0.26568159984247486,15.73955433159972,55.28875110370063
OpenCoast_60979,10913.7875512627,3253.83934752197,3211.73609498843,3295.94260005552,240.864564267854,97.3241444851254,1241.14289274548,15404.8385637983,15369.5359170356,15440.141210561,108.090473606443,0.0,203.134087841311,OpenCoast,3494.703911789824,15512.929037404741,19007.632949194565,10913.7875512627,1.7416165432866086,0.03197377960998734,84.20650506708989,70.60529352539925
OpenCoast_60980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_60981,41186.6155130717,3236.63093529361,3223.2009370384,3250.06093354881,9951.73521814707,7320.70937176662,13723.4764943248,62243.2754031658,61882.0135888832,62604.5372174485,33770.789993428,23392.7249901175,42980.1211540778,OpenCoast,13188.36615344068,96014.0653965938,109202.43155003448,41186.6155130717,2.651405807194235,1.0615712086781817,26.859996510410383,722.5236285653009
OpenCoast_60984,1198.43582144325,162.148366641272,160.491452798271,163.805280484272,221.602767743071,144.442307518444,333.070736984686,4883.16143908508,4870.38060326124,4895.94227490892,583.064052428069,0.0,1096.10647945722,OpenCoast,383.751134384343,5466.225491513149,5849.976625897492,1198.43582144325,4.88134326530101,0.6714308816321072,3.313827686000991,25.56167164767976
OpenCoast_60985,7920.35606685367,2464.73560444419,2437.7505220514,2491.72068683698,71.4416117230201,0.0,794.461668266865,13550.2484593267,13493.9742909593,13606.5226276942,0.0,0.0,0.0,OpenCoast,2536.17721616721,13550.2484593267,16086.42567549391,7920.35606685367,2.0310230423623086,0.00902,53.97016478557998,112.54833673489884
OpenCoast_60986,5175.53120791017,396.807977710473,395.820616717869,397.795338703076,1260.44887037444,931.342627571457,1731.57970964868,9046.51118491439,9032.06559070143,9060.95677912735,5088.66254151434,3575.19262965265,6418.17771854854,OpenCoast,1657.2568480849131,14135.17372642873,15792.430574513643,5175.53120791017,3.051364186612735,1.2267555071805836,1.9747219852070543,28.89118842591961
OpenCoast_60987,154343.545831467,48030.1680272943,47939.8035394581,48120.5325151305,1392.17878339984,0.0,15342.7784830851,230438.482524516,230257.227730796,230619.737318235,0.0,0.0,0.0,OpenCoast,49422.34681069414,230438.482524516,279860.82933521015,154343.545831467,1.8132331211361423,0.00902000000000005,180.72897567239852,362.5095874390099
OpenCoast_60988,16799.0065423539,1312.23259850872,1307.86676166567,1316.59843535176,4066.97728641843,2996.28600379387,5600.81998041303,27468.3100725027,27353.8133385308,27582.8068064747,15036.6295355619,10458.9903967254,19082.9709928464,OpenCoast,5379.20988492715,42504.9396080646,47884.149492991746,16799.0065423539,2.8504155511973597,1.1371867005239886,8.731673686089835,228.9934679438993
OpenCoast_60989,2174.09371677304,210.884247977154,204.669261512814,217.099234441493,485.28230107074,337.753792671267,701.466722252232,23215.8852179201,23106.4084156416,23325.3620201987,8681.16983125295,5253.92450777353,11713.2038308085,OpenCoast,696.166549047894,31897.055049173046,32593.22159822094,2174.09371677304,14.9916359845786,4.216217572225569,12.429972928679007,218.95360455710033
OpenCoast_60990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_60992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_60993,115.041170133214,8.82020651411352,8.53708202611331,9.10333100211372,28.0171265742429,20.087251826149,39.6262643621421,120.470931634256,117.519572994872,123.422290273639,67.7648990442688,46.5181643104702,87.4241222771612,OpenCoast,36.837333088356424,188.2358306785248,225.0731637668812,115.041170133214,1.9564575317362791,0.8325891114250593,0.5662489760004092,5.902717278767014
OpenCoast_60994,262.262063630785,80.9722399910824,78.4618679967698,83.4826119853951,3.00669540413124,0.430072552836375,27.4893548596138,270.972057107277,267.925778444854,274.0183357697,0.351394549790156,0.0,0.666271764974283,OpenCoast,83.97893539521364,271.32345165706715,355.3023870522808,262.262063630785,1.3547608911995705,0.012804329789187302,5.0207439886252985,6.092557324845984
OpenCoast_60995,230.518156778165,44.1006047730355,43.2076602516842,44.9935492943868,29.7136142089006,18.9613578514652,51.5289993833491,212.290506964611,209.69250362814,214.888510301081,18.5479241211962,2.93546461289393,32.5707841172154,OpenCoast,73.81421898193611,230.8384310858072,304.6526500677433,230.518156778165,1.3215993669467012,0.2093611149968565,1.7858890427025997,5.196006672940996
OpenCoast_60996,3955.26332993209,535.147128539811,526.117315267052,544.176941812571,731.367742337742,473.505583740346,1106.49311501889,5397.1270491666,5355.17831438197,5439.07578395123,644.433080497505,0.0,1217.70353372043,OpenCoast,1266.514870877553,6041.560129664105,7308.0750005416585,3955.26332993209,1.8476835525049946,0.34784051226719936,18.059626545518995,83.89746956925956
OpenCoast_60997,5033.79386063312,680.611622787943,676.90767841053,684.315567165357,931.259509325389,610.087451546568,1392.84667397398,6766.72821955648,6742.55666681284,6790.89977230011,811.32203856788,2.98597321445152,1524.03137199891,OpenCoast,1611.871132113332,7578.05025812436,9189.921390237692,5033.79386063312,1.8256451584375846,0.3461765809524226,7.407888754827013,48.343105487269895
OpenCoast_60998,6376.44510895435,1286.00283009673,1276.98706087646,1295.018599317,755.798658241539,480.037621667078,1340.28491512766,4413.73012137481,4398.47504373927,4428.98519901036,296.398611111857,0.0,557.668213246778,OpenCoast,2041.8014883382689,4710.128732486666,6751.9302208249355,6376.44510895435,1.058886276828965,0.16501314625539715,18.03153844054009,30.51015527108939
OpenCoast_61003,5276.55643862571,713.918086146059,704.522958271302,723.313214020816,975.68805106628,634.070662444172,1470.73686850899,19266.5243488502,19170.4460382461,19362.6026594543,2300.48051926569,0.0,4334.91104316141,OpenCoast,1689.606137212339,21567.004868115888,23256.61100532823,5276.55643862571,4.407535724451658,0.6208914106081759,18.790255749514017,192.1566212081998
OpenCoast_61004,11.0393499526336,3.16452234615859,3.12086540113152,3.20817929118566,0.370387902174228,0.184899391504952,1.38498415001548,9.08810843056698,8.98402422804244,9.19219263309152,0.12165849750111,0.0,0.23072217523864,OpenCoast,3.5349102483328183,9.20976692806809,12.74467717640091,11.0393499526336,1.1544771414154216,0.04457204471155959,0.08731389005414014,0.2081684050490793
OpenCoast_61005,52.8577747662256,7.15165692587032,6.68344200306696,7.61987184867369,9.77393113202277,6.01509780276026,15.4937394256365,410.231073692726,404.059452058951,416.402695326502,48.9828147692807,0.0,93.2244840283213,OpenCoast,16.92558805789309,459.2138884620067,476.1394765198998,52.8577747662256,9.007936460165505,1.1116008224176535,0.9364298456067299,12.343243267550974
OpenCoast_61006,485.054427176371,82.0348299962038,81.1579523013103,82.9117076910973,73.2844481299421,47.8134180526271,118.287369639299,339.67510034719,337.376358311482,341.973842382899,37.1350932766852,6.54945671259883,64.2906386782771,OpenCoast,155.3192781261459,376.8101936238752,532.1294717500211,485.054427176371,1.0970510564096616,0.22764361114980108,1.7537553897870026,4.597484071417
OpenCoast_61012,39599.7916474631,3036.11602561099,2995.5034892875,3076.72856193449,9644.13325782315,7048.24350420587,13392.8184460678,55892.6865508585,55380.4481794395,56404.9249222775,31439.6361848579,21921.4274043615,39953.4884866132,OpenCoast,12680.249283434141,87332.3227357164,100012.57201915054,39599.7916474631,2.525583288657472,1.0374743839166896,81.2250726469897,1024.476742838
OpenCoast_61013,234.300540501533,20.5587886053136,20.0578910138843,21.0596861967429,54.4665874686823,39.157186992484,77.4424387213261,314.08955614986,308.670634067681,319.508478232038,157.638087841467,107.524667291228,203.283343589981,OpenCoast,75.0253760739959,471.727643991327,546.7530200653229,234.300540501533,2.333554241466829,0.9052675459310839,1.0017951828585971,10.837844164356966
OpenCoast_61014,7442.50847379104,2316.03421195903,2301.15472207047,2330.91370184759,67.1314264335952,0.0,743.189875951406,12458.763920945,12427.7585588127,12489.7692830772,0.0,0.0,0.0,OpenCoast,2383.165638392625,12458.763920945,14841.929559337626,7442.50847379104,1.9942106363202423,0.009020000000000002,29.758979777119748,62.010724264499004
OpenCoast_61015,30230.396591816,3811.72790499242,3803.06358298445,3820.3922270004,5868.34738767298,3950.59970099173,8614.66648521627,42678.6644639357,42641.5699888271,42715.7589390441,7323.59329971194,1988.28949848614,12000.8922967733,OpenCoast,9680.0752926654,50002.257763647634,59682.33305631304,30230.396591816,1.9742490931286787,0.4363800073650458,17.328644015949976,74.18895021700155
OpenCoast_61016,9.92899994024646,3.0898054914053,3.05939262648733,3.12021835632326,0.0895595794610232,0.0,0.994852229552344,13.6214199829656,13.5655627351712,13.67727723076,0.0,0.0,0.0,OpenCoast,3.1793650708663233,13.6214199829656,16.800785053831923,9.92899994024646,1.6920923713304898,0.009020000000000014,0.060825729835930264,0.11171449558879942
OpenCoast_61017,1280.65845862135,173.273089451468,169.45000567892,177.096173224016,236.806555583673,152.505005111028,360.095552222167,7555.38867685679,7493.74086081863,7617.03649289496,902.135961415737,0.0,1705.3066775138,OpenCoast,410.07964503514097,8457.524638272527,8867.604283307668,1280.65845862135,6.92425386613523,0.8893413457210915,7.646167545096006,123.29563207633055
OpenCoast_61018,690.394144149443,93.4103277034197,88.5927018241216,98.2279535827177,127.660781194673,79.7334316417094,199.730172284859,2857.06236641459,2785.4184121448,2928.70632068439,341.14177509428,0.0,655.680519556206,OpenCoast,221.0711088980927,3198.20414150887,3419.275250406963,690.394144149443,4.952642312196126,0.6790361133009202,9.635251758596098,143.2879085395898
OpenCoast_61019,337.330308418563,64.5349191467349,63.7470183510142,65.3228199424555,43.4816189119731,27.9749012067919,74.8111585176354,544.203192471948,540.214065072704,548.192319871192,47.5472957543273,7.56240325224337,83.0898482204718,OpenCoast,108.016538058708,591.7504882262753,699.7670262849832,337.330308418563,2.0744267823592804,0.26985098105489763,1.575801591441298,7.978254798488024
OpenCoast_61020,414.400876080988,31.7721151691293,25.5671482269951,37.9770821112636,100.923189360764,60.1579958282237,165.312004484324,487.387751498079,455.685157598673,519.090345397484,274.155610217669,180.375374882808,367.688994656551,OpenCoast,132.6953045298933,761.543361715748,894.2386662456413,414.400876080988,2.157907277374763,0.9051110198549144,12.409933884268497,63.40518779881103
OpenCoast_61021,1431.46863329007,112.469763400962,110.229034484919,114.710492317005,345.90080766485,250.638808373684,484.483061368703,2043.205911854,2030.184394372,2056.22742933599,1117.0528048736,776.057714134331,1420.06095970522,OpenCoast,458.370571065812,3160.2587167276,3618.629287793412,1431.46863329007,2.5279137828374196,1.0219948789069973,4.481457832086008,26.043034963990067
OpenCoast_61022,1567.15710436973,137.510786578154,136.88302288339,138.138550272918,364.308589812075,267.224212128342,507.974625767114,1954.64155703402,1950.20984391507,1959.07327015297,981.013062781679,679.350872649151,1246.43629770987,OpenCoast,501.819376390229,2935.654619815699,3437.473996205928,1567.15710436973,2.1934456900467496,0.8584472155615869,1.2555273895279981,8.863426237900057
OpenCoast_61023,50.1676306160795,6.78768042235556,6.70023666572675,6.87512417898436,9.27649657721926,6.03021299915407,13.9794191639349,73.6529965806781,73.0153124255886,74.2906807357676,8.79438765142425,0.0,16.6322419557689,OpenCoast,16.06417699957482,82.44738423210235,98.51156123167718,50.1676306160795,1.963647874573983,0.36021003995455814,0.17488751325761065,1.2753683101789903
OpenCoast_61024,26764.7107200417,2915.56202028145,2907.47465011596,2923.64939044693,5654.7659993831,4121.60657694356,8091.3250500389,18335.2501914014,18300.5827439784,18369.9176388244,7543.99364694935,5135.27498667497,9661.34328144175,OpenCoast,8570.32801966455,25879.243838350747,34449.5718580153,26764.7107200417,1.2871266279825355,0.49314038116799364,16.174740330970053,69.33489484600068
OpenCoast_61025,2774.15295233408,213.849257571202,210.894039603723,216.804475538681,674.462259295693,492.402302305539,937.469310204198,3138.91157101457,3110.81493860759,3167.00820342154,1751.89083137885,1219.19358259507,2228.13296913616,OpenCoast,888.311516866895,4890.80240239342,5779.113919260315,2774.15295233408,2.0831994553140847,0.8746284478053346,5.910435934958002,56.19326481395001
OpenCoast_61027,126.906250525261,9.97095964154949,9.65249174644502,10.289427536654,30.6656908391443,21.9478383392427,43.4576929450642,155.57875017881,153.623148871558,157.534351486062,85.0573494613044,58.7239415699765,108.795544289611,OpenCoast,40.63665048069379,240.6360996401144,281.27275012080815,126.906250525261,2.216382163657259,0.9118781763819722,0.6369357902089785,3.9112026145040204
OpenCoast_61030,10426.9425569547,1563.70346577332,1493.24969617732,1634.15723536931,1775.10781038913,1113.72713020285,2837.97212692002,4833.63262861407,4698.10596394682,4969.15929328132,533.181361219108,17.1035780296401,1011.91626577663,OpenCoast,3338.8112761624498,5366.813989833178,8705.625265995628,10426.9425569547,0.8349163926475297,0.2213773749111742,140.90753919199005,271.0533293344997
OpenCoast_61031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61034,4511.96273014038,863.187038685515,859.160220230101,867.213857140929,581.588547132737,377.036023071663,993.179311493473,2925.23509199381,2911.86356533845,2938.60661864917,255.579202757315,40.7628899733309,445.406418646298,OpenCoast,1444.7755858182518,3180.814294751125,4625.589880569377,4511.96273014038,1.0251835303669412,0.1855440303834259,8.053636910828004,26.743053310719915
OpenCoast_61035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61038,815.682097354353,190.745370916924,188.751228321281,192.739513512568,70.4441934769131,43.2188323206567,145.524358664457,1005.36500037326,1001.39697770875,1009.33302303777,45.5485394829139,0.0,85.7405861941488,OpenCoast,261.1895643938371,1050.9135398561739,1312.103104250011,815.682097354353,1.6085961779788827,0.14220335757772162,3.9882851912870194,7.936045329019976
