"Type","Mean_SOC_Carbon_Secure","Low_SOC_Carbon_Secure","Hi_SOC_Carbon_Secure","Mean_SOC_Carbon_Restor","Low_SOC_Carbon_Restor","Hi_SOC_Carbon_Restor"
"Estuary_729",24815.5990560394,24769.898657625,24861.2994544539,343.727576911895,0,645.676097804149
"Estuary_7290",22732.8939641803,22702.1652853312,22763.6226430295,0,0,0
"Estuary_7294",39088.7968359847,39046.4163362316,39131.1773357379,0,0,0
"Estuary_7313",13619.2896480201,13601.9483685186,13636.6309275217,4697.32269812664,3298.42551064485,5925.21309606678
"Estuary_734",8017.51856318883,7993.18995780353,8041.84716857413,957.315649335979,0,1800.41354520316
"Estuary_7357",618.50832702897,614.126103435529,622.89055062241,94.0358281770307,25.6417108642166,154.809713771951
"Estuary_738",40514.9864539388,40478.1276023744,40551.8453055033,4431.22470722327,0,8316.1050963297
"Estuary_739",9513.979357414,9481.96392392532,9545.99479090267,0,0,0
"Estuary_741",5157.23266801934,5129.99349761265,5184.47183842603,615.788975285892,0,1160.70265039389
"Estuary_7422",148746.691727655,148595.512655793,148897.870799517,78951.2720958244,54607.9319140422,100304.923705539
"Estuary_744",0,0,0,0,0,0
"Estuary_748",588.312658676016,584.234333717146,592.390983634886,70.2462876031064,0,132.624847082437
"Estuary_752",10692.8039030767,10663.0128563431,10722.5949498103,609.92871367028,0,1146.80254897819
"Estuary_7596",25212.0389580883,25154.7237861712,25269.3541300055,13941.3243493951,9742.76665097153,17635.6388718254
"Estuary_760",3156.36028813824,3089.77599620752,3222.94458006896,19.0909929107279,0.320025757538983,36.258638581605
"Estuary_761",21374.9294977857,21339.1379545083,21410.7210410631,236.212366437547,0,443.639804002128
"Estuary_7618",1070.17225934185,1063.19594988411,1077.14856879959,162.705222066608,44.391799968158,267.708446466409
"Estuary_7622",13082.530421682,13049.9782195782,13115.0826237859,1913.72302651787,313.341052709966,3321.61774720884
"Estuary_7626",300501.764156265,300327.977246903,300675.551065627,159641.399790669,110495.523286503,202705.256331081
"Estuary_7672",2523.17297132377,2518.19295745549,2528.15298519206,240.009193679205,0,450.905442053837
"Estuary_7674",7914.87509157649,7893.33339445712,7936.41678869585,1203.34973941149,329.571681651833,1972.47238733229
"Estuary_7681",283.722800173926,278.516801045439,288.928799302412,15.745850508407,10.8771000090913,20.1919318684522
"Estuary_769",15368.5127818884,15320.0786380567,15416.94692572,1835.04630231503,0,3451.55528187762
"Estuary_7698",515.932175508029,505.497590502745,526.366760513313,3.28531820422141,0,6.2845553489249
"Estuary_77",2291.40552513659,2282.24500944188,2300.56604083129,273.600659717802,0,515.052098693573
"Estuary_7700",3540.72925665364,3524.99708784877,3556.46142545852,499.872292062948,68.5687690394307,880.891768060982
"Estuary_7702",1659.96343834786,1587.41782619533,1732.5090505004,198.204589653476,0,387.87516055979
"Estuary_7710",7999.13806322214,7962.53713795826,8035.73898848601,2356.40775546224,1246.08838043753,3338.12977122938
"Estuary_7718",3080.35495159037,3055.26716514361,3105.44273803712,367.803576309297,0,695.248374187415
"Estuary_7727",22775.2262958392,22741.3894870893,22809.0631045891,12811.0647914095,9001.80000530617,16156.4196990839
"Estuary_773",305.833955728345,295.751656935817,315.916254520874,1.84981223550801,0.0306326892857178,3.55410805558487
