"Type","Mean_SOC_Carbon_Secure","Low_SOC_Carbon_Secure","Hi_SOC_Carbon_Secure","Mean_SOC_Carbon_Restor","Low_SOC_Carbon_Restor","Hi_SOC_Carbon_Restor"
"OpenCoast_60777",6752.56019924393,6722.91931115338,6782.20108733448,31.3978058095128,0,59.1293042244105
"OpenCoast_60778",4605.29400807963,4591.47101202188,4619.11700413738,21.4135265284399,0,40.270875349868
"OpenCoast_60779",5.50677505600049,4.78954213311517,6.22400797888581,3.08490972311483,1.88603065449402,4.39303872939729
"OpenCoast_60780",245746.598807213,245665.269198644,245827.928415783,0,0,0
"OpenCoast_60781",2320.66792640604,2253.8936462165,2387.44220659557,273.252463433794,0,527.090544306437
"OpenCoast_60784",231.646541098443,226.135356304693,237.157725892193,27.6592884893663,0,53.0950132594462
"OpenCoast_60785",182458.631147855,182159.785702245,182757.476593466,98582.624400082,68492.5238582947,125017.570603234
"OpenCoast_60786",66.5126366033495,64.6866630307959,68.3386101759032,0.309268008922674,0,0.595796913027313
"OpenCoast_60787",1066.02694447522,1059.26525364542,1072.78863530503,4.95677283915056,0,9.35289956293103
"OpenCoast_60789",36194.6276754546,36132.9857086777,36256.2696422315,465.298068891526,0,873.919694709683
"OpenCoast_60792",312.718880962338,307.12471734823,318.313044576446,170.968330254554,117.401407852486,219.831678694165
"OpenCoast_60793",10.3044679485678,9.5161025870284,11.0928333101073,1.12653938438689,0.184735238350195,2.08543827004158
"OpenCoast_60795",11971.3465804053,11815.3413780381,12127.3517827726,6733.88245147799,4676.90596214007,8590.20751279725
"OpenCoast_60797",78.39514845606,75.2475901028709,81.5427068092491,44.0972710065338,29.7855044157197,57.7594173232181
"OpenCoast_60799",12880.5079151332,12845.6978748798,12915.3179553867,0,0,0
"OpenCoast_60800",385.790334367426,379.359479307584,392.221189427269,208.135638738487,142.37009467178,267.962235948788
"OpenCoast_60802",20.6196717496046,20.3183941652698,20.9209493339395,0.0958765905593072,0,0.182395237460611
"OpenCoast_60804",8222.972920321,8163.12245886855,8282.82338177345,4155.76176882819,2814.72636357644,5349.76696774587
"OpenCoast_60805",12521.3386648957,12508.1746406956,12534.5026890958,1368.89951248884,242.820062356677,2356.47024281541
"OpenCoast_60806",9929.65379098041,9860.90151673208,9998.40606522874,4956.4958463853,3345.3156425401,6389.80820061216
"OpenCoast_60807",272.48245781596,269.424163281547,275.540752350373,29.7892352925298,5.23030689990289,51.8013039449484
"OpenCoast_60808",2962.19530557861,2926.4371629918,2997.95344816542,353.694961860132,0,671.183607798228
"OpenCoast_60809",264.896403511736,262.362027271871,267.430779751601,132.948586503615,91.3931763462617,170.149547791655
"OpenCoast_60811",3124.94598862264,3027.97751962876,3221.91445761652,34.046118750069,0,65.817346899325
"OpenCoast_60813",643.910994727353,639.369416836649,648.452572618057,352.036267405111,244.40517299471,447.830901123948
"OpenCoast_60814",7574.18182407609,7400.20295566969,7748.16069248248,904.379919292667,0,1734.66284160056
"OpenCoast_60815",11.7873791496224,11.6745338834094,11.9002244158353,1.28865914446326,0.226636669776858,2.2372267503789
"OpenCoast_60819",664.28552533423,659.606467513769,668.96458315469,8.89249721670145,0,16.7908756858972
"OpenCoast_60821",8297.14986171377,8261.24206744492,8333.05765598262,990.704461100152,0,1865.60992298118
"OpenCoast_60822",1725.78715338769,1682.16752193809,1769.40678483729,355.706817957836,130.30198429573,563.880437810799
"OpenCoast_60823",3151.13262063183,3139.22658720275,3163.03865406092,344.498621402517,60.9415216490706,594.647163118296
"OpenCoast_60826",3156.40923427474,3103.43657369113,3209.38189485836,1588.53827971236,1064.24491357925,2065.49216225159
"OpenCoast_60828",44620.1758295848,44485.0771494311,44755.2745097384,600.879648499297,0,1130.06055203355
"OpenCoast_60830",3407.68562964676,3398.34791942707,3417.02333986644,372.546364408835,65.9718206220273,642.395954520464
"OpenCoast_60831",66510.8403554734,66219.0524820529,66802.6282288939,36701.8497435147,25579.7812917446,46538.3093032109
"OpenCoast_60832",278.586022966375,274.344142251205,282.827903681545,24.2019559608586,6.74890738424822,39.9817161324473
"OpenCoast_60833",4258.11799181926,4236.47403355295,4279.76195008557,508.431999023196,0,958.15566046692
"OpenCoast_60835",4555.32303813119,4529.28163509441,4581.36444116796,543.919168732082,0,1025.67860623163
"OpenCoast_60836",149759.822752537,149442.043967016,150077.601538058,77601.3895369166,54419.3423204791,97991.917564916
"OpenCoast_60837",626945.623295603,626231.713584203,627659.533007004,350073.934407918,245578.553189354,441764.896722133
"OpenCoast_60839",16144.0201503093,16124.0838091132,16163.9564915055,1904.68959023847,0,3575.70319146718
"OpenCoast_60840",396.424450557091,393.42293344687,399.425967667312,43.3392348557469,7.63748380369613,75.0915636912015
"OpenCoast_60841",482.261271523137,478.452309439931,486.070233606342,52.7233738458882,9.28815138500807,91.3805732722141
"OpenCoast_60842",70.6514052303401,68.0306525494561,73.2721579112241,6.13778889461318,1.67356433995169,10.3580537135296
"OpenCoast_60843",17049.2558333276,17027.8312973432,17070.6803693119,104.560314176625,70.6330087032498,134.337544556872
"OpenCoast_60844",16880.0584479127,16853.1933354535,16906.923560372,8419.02011568686,5802.41084837853,10717.4900726064
"OpenCoast_60846",210317.434873675,209497.385328764,211137.484418586,116751.805932055,81732.2375037279,147687.602357347
"OpenCoast_60847",588.721310571338,583.480102940149,593.962518202527,64.362153009429,11.3270464356043,111.664182792794
"OpenCoast_60848",25787.8861458255,25762.081888875,25813.6904027759,2885.37529860854,1236.49899479804,4331.38816186869
"OpenCoast_60849",3957.94432950816,3888.27340428345,4027.61525473287,2226.34368534834,1539.10822252887,2852.89413876912
"OpenCoast_60852",62405.8747277025,62135.5037149448,62676.2457404602,23967.2310645343,14690.1782194827,32167.4841199117
"OpenCoast_60854",0,0,0,0,0,0
"OpenCoast_60856",133051.270445104,132260.865795132,133841.675095076,72370.2815441785,50158.8945763225,92086.7800240864
"OpenCoast_60857",468.780945961447,464.306312725321,473.255579197572,259.765439000639,180.316074592961,330.891683679237
"OpenCoast_60858",369.868628667747,339.677381086903,400.059876248591,44.1634183483877,0,89.5656439362518
"OpenCoast_60859",7605.31817859043,7577.18226507347,7633.45409210739,908.097692966021,0,1708.98225942703
"OpenCoast_60860",1831.38215877849,1819.30921273043,1843.45510482654,218.672496570566,0,412.713829438779
"OpenCoast_60861",16.3186784925042,15.8200638868741,16.8172930981343,1.42577082114944,0.221463509234424,2.54900749308472
"OpenCoast_60862",22510.0009653947,22404.984523367,22615.0174074225,12516.7516389941,8739.60051755274,15859.5616205115
"OpenCoast_60863",100.476448366693,99.6607456833441,101.292151050043,0,0,0
"OpenCoast_60865",5326.38091419491,5310.75997270788,5342.00185568194,2780.84544882973,1910.45526965226,3547.89456947225
"OpenCoast_60866",27.9019720993092,26.6236966296348,29.1802475689837,0,0,0
"OpenCoast_60868",544.053699577545,528.454523241815,559.652875913275,64.9616357704531,0,125.295419980584
"OpenCoast_60869",815.280893670894,807.85111215827,822.710675183518,10.9138055870638,0,20.6498714884472
"OpenCoast_60872",389.015021443373,381.34298374412,396.687059142626,212.680630141175,145.772061437391,273.957927937295
"OpenCoast_60873",1917.48656634688,1903.26701106974,1931.70612162401,1040.40240727757,726.476434594323,1320.05559483248
"OpenCoast_60874",11306.3595987306,11260.5984541658,11352.1207432954,9.42223515749149,0,17.7381947487504
"OpenCoast_60875",2104.03863041494,2095.28336766234,2112.79389316754,251.228493183874,0,473.013558171838
"OpenCoast_60876",330.26183548839,328.627512340186,331.896158636593,36.105984966384,6.37961615749599,62.3960472091371
"OpenCoast_60878",131641.031063296,131369.01029054,131913.051836053,65029.5549391653,45235.4450228641,82437.4382611197
"OpenCoast_60880",885.114752440233,880.914723415429,889.314781465037,483.906155083117,336.738213778126,614.173891481982
"OpenCoast_60881",1300.49445071967,1288.31297264116,1312.67592879818,711.000768679629,492.470153651621,906.553337746808
"OpenCoast_60885",8736.75068190997,8719.85585201426,8753.64551180568,4776.51899795708,3333.24963922223,6045.39656901098
"OpenCoast_60886",8237.43566721293,8156.40113360332,8318.47020082254,4633.55756280727,3228.57544871798,5892.24972558263
"OpenCoast_60887",0,0,0,0,0,0
"OpenCoast_60889",20.7025498183304,20.0503587426244,21.3547408940364,6.03281963850105,3.20271420499008,8.68319915055391
"OpenCoast_60892",259.070020225533,254.477378484352,263.662661966714,145.726886376862,100.73062898339,186.761052226422
"OpenCoast_60893",3179.1159360386,3130.74419860601,3227.48767347119,1595.56326331446,1090.58715399289,2053.4493772719
"OpenCoast_60895",5204.38141742953,5154.05294253041,5254.70989232864,2141.08764526435,1344.44268469524,2853.9997501475
"OpenCoast_60897",681.979484052214,666.501374161008,697.45759394342,372.848909210288,254.776627351025,481.674490904356
"OpenCoast_60898",8155.46415056901,8124.74309439538,8186.18520674264,4093.13760672112,2830.23456601321,5208.3597570921
"OpenCoast_60899",87.3058496148418,87.0161482150334,87.5955510146501,7.62795424603041,1.21813045014016,13.2769117238017
"OpenCoast_60901",32.4792889082195,31.8581091291735,33.1004686872655,2.83773115808938,0.445978517898015,5.01705846571804
"OpenCoast_60905",23713.4523432685,23661.6736078634,23765.2310786737,12709.7068499606,8805.30126764128,16144.3764299528
"OpenCoast_60906",23027.3227720411,22797.1278686511,23257.517675431,11915.684636984,8106.57406006237,15328.7506924854
"OpenCoast_60907",9373.71529140469,9313.87745113041,9433.55313167897,4899.20870910587,3355.20765018572,6271.12657867244
"OpenCoast_60908",114.367831097623,95.5910017742208,133.144660421025,62.52669188833,36.5405893840791,91.9516642758542
"OpenCoast_60909",3898.96208833893,3889.62949767057,3908.29467900729,465.547712040469,0,874.991346046408
"OpenCoast_60911",9278.43155948532,9272.66271030924,9284.20040866141,171.10466164976,36.0879254150794,289.404485679958
"OpenCoast_60912",1590820.19292735,1587377.45349264,1594262.93236207,796924.444732804,554019.18114035,1010597.51752168
"OpenCoast_60914",10927.1065859886,10905.5684831162,10948.644688861,5974.02101776199,4168.7595332741,7561.29534239127
"OpenCoast_60915",2631.92730915831,2613.15818560769,2650.69643270894,1480.45911140155,1034.37511513638,1877.5766398355
"OpenCoast_60916",55707.6247123836,55324.9784986072,56090.27092616,23884.0913449177,15288.5674093913,31527.7327959169
"OpenCoast_60917",4579.66400236109,4565.60362788768,4593.7243768345,2503.77433304023,1745.24635541686,3172.49373980748
"OpenCoast_60920",260.373278127855,256.950750888365,263.795805367345,142.35016596195,98.2219215812698,182.181270024752
"OpenCoast_60921",236.697236545162,235.36721338845,238.027259701875,98.0754363338656,62.191104878322,129.89252269951
"OpenCoast_60922",0,0,0,0,0,0
"OpenCoast_60923",2480.65038558491,2467.92852679334,2493.37224437648,296.197060965362,0,558.21766665145
"OpenCoast_60925",1322.99600775719,1317.87539901042,1328.11661650396,548.183040168243,348.222362734738,724.759080001622
"OpenCoast_60927",2961.62441387784,2944.39006553652,2978.85876221916,1665.91373280628,1165.48773427487,2110.0249565719
"OpenCoast_60928",305.538262921135,303.674262253465,307.402263588806,33.4030721756629,5.89520097173853,57.7912267194524
"OpenCoast_60930",1560.90688355664,1553.42747817236,1568.38628894091,783.401968020394,541.132697174265,997.866506143376
"OpenCoast_60931",51089.2303127962,50892.6336071196,51285.8270184728,27968.0029806924,19460.0578141233,35482.6958050512
"OpenCoast_60934",1030.30295031084,996.177343465061,1064.42855715662,426.905750496688,263.220049865637,580.863346053907
"OpenCoast_60935",14472.8478707855,14428.8319242689,14516.8638173022,4559.64550122963,2890.74863402777,6030.49898224509
"OpenCoast_60936",18041.827211884,17949.3326728845,18134.3217508835,9811.01485428188,6804.97836327509,12474.2385975044
"OpenCoast_60937",194931.638720641,194840.354610244,195022.922831039,0,0,0
"OpenCoast_60941",183.381576242939,174.141554176308,192.62159830957,75.984106819881,46.0134421593326,105.114453538553
"OpenCoast_60942",10888.7546071407,10875.2193033843,10902.2899108971,5988.77515751147,4188.74022843846,7568.64061993652
"OpenCoast_60943",91514.7674107834,91392.0060534197,91637.5287681472,10927.1364072577,0,20515.8646495852
"OpenCoast_60944",6215.70187778303,6146.72196320609,6284.68179235997,742.173358541257,0,1407.01831172238
"OpenCoast_60945",679.478733531372,672.682051536073,686.27541552667,74.2842384485076,13.0587157912533,129.018887719513
"OpenCoast_60946",0,0,0,0,0,0
"OpenCoast_60950",243559.078325684,243356.923310343,243761.233341026,128066.427027879,88359.9910684745,162880.412712391
"OpenCoast_60951",120.167480022815,118.872625238026,121.462334807605,14.3483558236197,0,27.1930600315533
"OpenCoast_60952",4594.00961770729,4558.78448182117,4629.23475359341,2584.13040996035,1804.51885738755,3279.04128379533
"OpenCoast_60953",11933.8512627333,11879.9187861743,11987.7837392922,6712.79133528746,4702.46785286066,8491.34681533201
"OpenCoast_60954",374.575632853154,365.345010088998,383.80625561731,210.698793479899,144.615733160228,271.862764395595
"OpenCoast_60955",36029.0662529854,35966.8540262929,36091.2784796778,19697.6571384108,13748.6794783891,24925.1686966311
"OpenCoast_60961",3069.93613264278,3059.94065055912,3079.93161472645,41.0958804216631,0,77.3056603685371
"OpenCoast_60962",9707.37056403735,9698.38952832731,9716.35159974739,46.5522011313664,0,87.3661315422666
"OpenCoast_60963",86566.9286589651,86267.8484064403,86866.0089114898,10336.3496906227,0,19447.6139354082
"OpenCoast_60964",493166.794001163,492977.774453036,493355.81354929,22239.3286592027,0,41714.7234094235
"OpenCoast_60967",5532.25877289291,5487.05047940605,5577.46706637978,3027.67346126057,2098.38983846079,3856.93136437476
"OpenCoast_60969",65833.1030000933,65746.9582861563,65919.2477140302,0,0,0
"OpenCoast_60973",3833.04551804793,3796.73784215458,3869.35319394127,17.8227539308968,0,33.7342050479024
"OpenCoast_60974",1284.2551443787,1218.44494969938,1350.06533905802,310.749357637775,133.409860411957,483.16896660811
"OpenCoast_60975",7.98305130013272,7.53736056510107,8.42874203516437,0.0371192980281776,0,0.0734843519985021
"OpenCoast_60977",2207.4558940307,2193.89624574395,2221.01554231745,36.0238972265057,0,67.9597120020105
"OpenCoast_60978",22193.1947131344,22165.5503375825,22220.8390886862,2567.78353819427,0,4820.59130802696
"OpenCoast_60979",15404.8385637983,15369.5359170356,15440.141210561,108.090473606443,0,203.134087841311
"OpenCoast_60980",0,0,0,0,0,0
"OpenCoast_60981",62243.2754031658,61882.0135888832,62604.5372174485,33770.789993428,23392.7249901175,42980.1211540778
"OpenCoast_60984",4883.16143908508,4870.38060326124,4895.94227490892,583.064052428069,0,1096.10647945722
"OpenCoast_60985",13550.2484593267,13493.9742909593,13606.5226276942,0,0,0
"OpenCoast_60986",9046.51118491439,9032.06559070143,9060.95677912735,5088.66254151434,3575.19262965265,6418.17771854854
"OpenCoast_60987",230438.482524516,230257.227730796,230619.737318235,0,0,0
"OpenCoast_60988",27468.3100725027,27353.8133385308,27582.8068064747,15036.6295355619,10458.9903967254,19082.9709928464
"OpenCoast_60989",23215.8852179201,23106.4084156416,23325.3620201987,8681.16983125295,5253.92450777353,11713.2038308085
"OpenCoast_60990",0,0,0,0,0,0
"OpenCoast_60992",0,0,0,0,0,0
"OpenCoast_60993",120.470931634256,117.519572994872,123.422290273639,67.7648990442688,46.5181643104702,87.4241222771612
"OpenCoast_60994",270.972057107277,267.925778444854,274.0183357697,0.351394549790156,0,0.666271764974283
"OpenCoast_60995",212.290506964611,209.69250362814,214.888510301081,18.5479241211962,2.93546461289393,32.5707841172154
"OpenCoast_60996",5397.1270491666,5355.17831438197,5439.07578395123,644.433080497505,0,1217.70353372043
"OpenCoast_60997",6766.72821955648,6742.55666681284,6790.89977230011,811.32203856788,2.98597321445152,1524.03137199891
"OpenCoast_60998",4413.73012137481,4398.47504373927,4428.98519901036,296.398611111857,0,557.668213246778
"OpenCoast_61003",19266.5243488502,19170.4460382461,19362.6026594543,2300.48051926569,0,4334.91104316141
"OpenCoast_61004",9.08810843056698,8.98402422804244,9.19219263309152,0.12165849750111,0,0.23072217523864
"OpenCoast_61005",410.231073692726,404.059452058951,416.402695326502,48.9828147692807,0,93.2244840283213
"OpenCoast_61006",339.67510034719,337.376358311482,341.973842382899,37.1350932766852,6.54945671259883,64.2906386782771
"OpenCoast_61012",55892.6865508585,55380.4481794395,56404.9249222775,31439.6361848579,21921.4274043615,39953.4884866132
"OpenCoast_61013",314.08955614986,308.670634067681,319.508478232038,157.638087841467,107.524667291228,203.283343589981
"OpenCoast_61014",12458.763920945,12427.7585588127,12489.7692830772,0,0,0
"OpenCoast_61015",42678.6644639357,42641.5699888271,42715.7589390441,7323.59329971194,1988.28949848614,12000.8922967733
"OpenCoast_61016",13.6214199829656,13.5655627351712,13.67727723076,0,0,0
"OpenCoast_61017",7555.38867685679,7493.74086081863,7617.03649289496,902.135961415737,0,1705.3066775138
"OpenCoast_61018",2857.06236641459,2785.4184121448,2928.70632068439,341.14177509428,0,655.680519556206
