"Name","Area_2020_km2","Gross_Loss","Restorable_km2","OVERALL_SRE","OVERALL_SCORE_MIN","OVERALL_SCORE_MAX","Min_Score","Max_Score","Total_Fish","Fish","Crab","Bivalve","Shrimp","MeanAGB_Secure","MeanAGB_Restor","MeanSOC_Secure","MeanSOC_Restor","Area_Rank","Proportion_Restorable"
"Thailand",2527.96550967206,144.970885701795,119.229270659187,0.746136498229375,0.56,0.879256525553967,0.636867878626152,0.806136498229375,362692901.381085,112675087.135477,601832.317447693,0,249415981.92816,106433.115291924,317024.049459841,1714968.30495828,900019.943790184,18,4.72
"Timor-Leste",10.4983563840268,0.698074664841892,0.591029969360131,0.692,0.6,0.852,0.656,0.752,2819699.31474717,944266.382098415,3840.9398765527,0,1871591.9927722,978.824261039944,1798.89421026905,8840.58374194727,1911.80417546629,78,5.63
"Togo",0.166577778510338,0.0612877932231259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
"Tonga",10.4309353355606,1.08730110282795,0.835668561887769,0.706237918215613,0.692237918215613,0.728237918215613,0.670237918215613,0.766237918215613,803775.238323713,800156.359769538,3618.87855417512,0,0,1360.29140447483,1329.37969152794,15171.3145908521,1473.76985691503,79,8.01
"Trinidad and Tobago",82.231593847093,3.94659506384125,2.37066632232142,0.75673676066557,0.645167829599706,0.892038169134568,0.688407722123593,0.81673676066557,1688640.08856638,816087.56501824,872552.523548144,0,0,3233.98618946931,3306.23552626483,48607.4160205504,5424.64141887294,62,2.88
"Turks and Caicos Islands",164.663748459893,49.5607106345192,48.234574221319,0.691447411385152,0.647059016505485,0.732,0.667447411385152,0.751447411385152,83031815.852654,40266310.069351,42765505.7833031,0,0,19102.7481448099,3825.13191821455,1152084.86583078,28613.9900865217,55,29.29
"Tuvalu",0.089117150126213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA
"United Arab Emirates",74.4439842106577,21.7375116861905,18.3149515100637,0.656913443830571,0.548913443830571,0.692913443830571,0.632913443830571,0.716913443830571,191702099.816512,63456241.7302144,230295.08236443,0,128015563.003933,3986.64232281478,3048.71720292181,137772.980846381,12012.3140125521,65,24.6
"United States",2329.12456405456,170.20414041278,95.5834473780328,0.66,0.426287262139934,0.859851502651738,0.617929094397329,0.72,148085446.516984,105193808.863964,42891637.65302,0,0,50077.8510496895,16407.8410169576,2660576.57083786,111229.853480124,19,4.1
"Vanuatu",15.8367315456498,1.03387230534533,0.794604714679695,0.716237918215613,0.704237918215613,0.732237918215613,0.676237918215613,0.776237918215613,1833737.83996331,844767.215373546,3506.42622730796,0,985464.198362453,1662.71975436509,1624.93555931029,14026.8707101084,1362.59643919499,77,5.02
"Venezuela, Bolivarian Republic of",2863.05046418669,121.797731540966,51.0382715738632,0.608934119780147,0.396,0.808,0.556360631656261,0.668934119780147,161483621.665089,81445275.7231696,80038345.9419191,0,0,78436.3481832699,35271.1367856521,969367.100887363,101075.78171821,13,1.78
"Viet Nam",1870.15849439523,225.861805468327,155.634903307918,0.735091804199982,0.587399121121881,0.855146510018321,0.612787833711736,0.795091804199982,2453333679.27963,815955178.151385,3472385.62621368,0,1633906115.50203,109127.822006964,331011.264776889,2235555.50181705,1186901.13226382,22,8.32
"Virgin Islands, British",0.973767234982833,0.220762596399194,0.220762596399194,0.588,0.584,0.596,0.536,0.648,379355.953620736,183968.811211523,195387.142409212,0,0,30.6763094866638,41.9242896317738,3413.47776157806,407.579434218276,101,22.67
"Virgin Islands, U.S.",2.6158492301834,0.504738602699801,0.504738602699801,0.584,0.584,0.596,0.56,0.644,830104.110311246,402559.297931661,427544.812379585,0,0,179.289545120528,245.029044998055,7186.79603173678,858.124899311855,91,19.3
"Wallis and Futuna",0.29362414463561,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA
"Yemen",16.5969893363003,5.78164892738403,3.27697092315224,0.699827725437416,0.619096774193548,0.763827725437416,0.659967698519516,0.759827725437416,76671578.2776648,26111036.4740789,106210.411715112,0,50454331.3918707,1524.73854669672,1256.91222032615,27602.522575914,4361.4835887341,76,19.74
