"Type","AGB","Mean_AGB_Carbon_Secure","Low_AGB_Carbon_Secure","Hi_AGB_Carbon_Secure","Mean_AGB_Carbon_Restor","Low_AGB_Carbon_Restor","Hi_AGB_Carbon_Restor"
"OpenCoast_61683",8608.15984220541,659.987615101889,656.924798262134,663.050431941644,2096.43124797071,1545.70540767561,2886.21952727539
"OpenCoast_61684",1195.03285682857,114.351289262697,105.871337656286,122.831240869108,268.310181822381,182.760211420735,403.992762339505
"OpenCoast_61686",219.414265941274,18.2172830763121,18.0262394830446,18.4083266695795,52.0413590207433,37.814626381948,72.5858293493815
"OpenCoast_61692",853.083408187621,115.422185127785,110.765434637475,120.078935618095,157.743653007973,99.6888911737278,244.16050242346
"OpenCoast_61694",1781.4480562804,154.007089231486,153.405259403996,154.608919058976,416.43039287006,302.76198589025,579.372268851901
"OpenCoast_61695",5454.69631023095,738.020410774248,729.058118586166,746.98270296233,1008.6278947248,656.152306727549,1518.86482935674
"OpenCoast_61697",2793.46814930319,224.851828953819,223.989737238275,225.713920669363,669.644607134556,491.373828563575,925.148947958027
"OpenCoast_61698",2465.03283012457,258.363189480639,248.353696353007,268.37268260827,530.96497305355,360.782063933121,782.495667013917
"OpenCoast_61699",50210.8501909451,6003.51107331748,5994.31529854216,6012.70684809279,10074.5052663251,6893.61680769958,14625.8926500599
"OpenCoast_61701",0,0,0,0,0,0,0
"OpenCoast_61702",7406.8056549498,1002.14080511471,984.918275009414,1019.36333522,1369.59243365677,886.426447508472,2072.70544828067
"OpenCoast_61703",296.170040708142,38.849104986704,37.4396658246655,40.2585441487425,55.9875037484501,35.9345492517827,85.7024579292307
"OpenCoast_61706",191.181815141001,37.1001611435664,36.5138899130447,37.6864323740881,24.1181678827335,16.3493932415154,42.0163982104794
"OpenCoast_61707",2172.01131845273,166.528107785771,165.040243225401,168.01597234614,528.971636495978,388.329984059767,731.363644330258
"OpenCoast_61708",17255.0245899265,2817.19319264695,2795.28948767594,2839.09689761797,2708.03823129342,1753.30591647924,4297.59752380318
"OpenCoast_61709",172.453421534897,13.2220038290805,13.0016640467207,13.4423436114403,41.9993062806088,30.5921506981664,58.513731014505
"OpenCoast_61710",115527.713653982,9035.13939955817,9018.01377317085,9052.26502594549,27957.9897895835,20624.4032511907,38451.3341373248
"OpenCoast_61711",22496.1240896829,2152.62766907995,2146.66285725932,2158.59248090059,5050.8562256774,3705.6730020305,7099.62492403374
"OpenCoast_61712",1109.61749323386,215.328993379076,212.903946922291,217.754039835861,139.981624129337,95.329485825604,242.7727931067
"OpenCoast_61714",74426.3981629141,5888.90289364214,5878.74131393002,5899.06447335427,17943.1740621046,13221.038323,24698.9810182968
"OpenCoast_61715",46508.1867998185,6292.55767401544,6262.3135536176,6322.80179441328,8599.82882115443,5636.08219825584,12856.3636486403
"OpenCoast_61716",1125.97847582523,93.4864856847212,91.8921437362993,95.0808276331432,267.063082059274,192.767165114658,374.912986544416
"OpenCoast_61717",5744.78952090168,777.270022177997,767.248205082791,787.291839273202,1062.26903030993,690.523384574512,1600.82673985551
"OpenCoast_61718",689.485315718341,203.079709194645,197.439177032669,208.72024135662,17.7003837515251,7.72777075027034,82.11095573716
"OpenCoast_61719",259.526730557076,35.1139666443723,33.9860856747968,36.2418476139479,47.9890877473088,30.5874771073171,73.6917568150274
"OpenCoast_61720",4580.07865056552,447.226597370746,444.912804957668,449.540389783824,1019.36038732684,726.396557873907,1439.89464505629
"OpenCoast_61724",1095.30994689705,83.977413628597,83.5645974765917,84.3902297806023,266.751784467308,196.622582297863,367.345706103798
"OpenCoast_61725",25207.8015862062,2013.30849900608,2007.48170670899,2019.13529130316,6058.48164691301,4453.93334318526,8356.33995860982
"OpenCoast_61726",777.042890571401,59.5758784201094,58.2103760125714,60.9413808276474,189.241025569759,136.965590617815,265.274245955641
"OpenCoast_61727",205.293255488638,63.8852081755094,62.3314357515434,65.4389805994754,1.85174516450752,0,20.8646025099777
"OpenCoast_61728",5560.74326233122,487.022164495394,477.109357181156,496.934971809633,1293.58343553569,923.294987516668,1831.70106071564
"OpenCoast_61729",22226.0871488627,6916.53605985458,6905.22840612835,6927.84371358082,200.479306082742,0,2208.87770577939
"OpenCoast_61733",6.56597809130313,0.668816187035038,0.629140496387786,0.708491877682289,1.43367565758114,0.987452410426177,2.146109451425
"OpenCoast_61734",595.501116710434,45.657070618189,45.3989562094421,45.9151850269358,145.028341963659,106.821073433981,199.866099529015
"OpenCoast_61735",42338.6874030279,5643.54595183766,5556.59697529967,5730.49492837565,7913.72514148592,5161.77758787581,11913.4377034674
"OpenCoast_61736",55373.4557552298,4532.74532950828,4525.09892442262,4540.39173459394,13198.3889378738,9735.54103727981,18223.7650141774
"OpenCoast_61737",721.359269737631,139.984784274245,136.761946617326,143.207621931163,91.0016674884424,61.2362816190394,159.661397770638
"OpenCoast_61738",13976.4558511823,1372.28736491985,1363.3393340763,1381.2353957634,3103.11356318722,2206.16040641114,4392.24407171705
"OpenCoast_61741",1497.22816851044,117.894214202202,117.502863068083,118.285565336321,361.533217636525,266.111927527049,498.23161179731
"OpenCoast_61742",11140.5793323992,854.148217415045,852.416061997715,855.880372832376,2713.1766906125,2005.68485175933,3725.59691703505
"OpenCoast_61743",4348.54928243791,746.829220978727,739.914865082492,753.743576874963,645.619744750715,462.139727945308,1047.46768081055
"OpenCoast_61744",1684.89548197415,135.45936444706,135.036889712967,135.881839181153,404.061017835882,296.748314018595,557.772780164936
"OpenCoast_61745",43600.6069216048,3604.91575375176,3599.74323778142,3610.0882697221,10356.4345886153,7592.58239121885,14309.7122152656
"OpenCoast_61746",93727.8410405185,8071.37475954565,8061.39262807329,8081.35689101801,21941.2172200388,16195.3499531522,30433.059545571
"OpenCoast_61747",387.855152215984,55.9301225521254,53.4086693006267,58.451575803624,68.2649757389549,45.1565724357995,107.904226067657
"OpenCoast_61748",915.391988142321,123.852535995656,120.789680733855,126.915391257457,169.265132527397,108.71071266047,258.061295556829
"OpenCoast_61749",435.475280304669,58.9198054252217,56.5793117018712,61.2602991485722,80.5237340811363,50.9213805316841,124.562608268763
"OpenCoast_61750",82.4120471042815,6.84241557656459,6.488341614882,7.19648953824719,19.5467460266974,13.6109483198638,28.3764608763188
"OpenCoast_61752",23.1889827261225,3.13746936284437,3.10921171614455,3.16572700954419,4.28787479588731,2.79829054453009,6.43697825273986
"OpenCoast_61754",12803.8440777701,1094.69900215218,1088.80346040596,1100.59454389841,3005.21990999057,2184.9543274409,4182.53116089288
"OpenCoast_61756",1066.04152601564,84.6375964424282,79.9545521330938,89.3206407517626,256.719560603039,178.929556861403,372.401355535916
"OpenCoast_61757",32465.0872957323,10102.8105155589,10053.5593001219,10152.061730996,292.835087407505,0,3236.88924756393
"OpenCoast_61758",2642.85146471221,357.577803175563,349.957813687299,365.197792663826,488.689664339935,314.962032318569,742.568845083112
"OpenCoast_61761",1590.66482095804,152.208846829608,151.423645423022,152.994048236194,357.137935489367,261.3948030151,503.198434951153
"OpenCoast_61762",1386.92655125292,106.335658684561,105.595924454655,107.075392914467,337.772092292135,248.460998716836,466.09288680415
"OpenCoast_61765",962.498804485329,137.385784870387,133.161340655685,141.61022908509,170.81595731386,111.235023287362,265.555258675558
"OpenCoast_61766",24926.5901230307,2036.31781746083,2028.65691450347,2043.97872041818,5945.42560583483,4356.66522934582,8224.63023358596
"OpenCoast_61767",6626.31766886738,965.930686949621,959.784561061221,972.07681283802,1155.8824937984,837.798956971697,1764.73418849384
"OpenCoast_61769",27062.386128522,3463.89417772241,3446.4568806825,3481.33147476233,5201.75248449163,3475.44943987722,7681.25358495404
"OpenCoast_61770",2268.18439365184,205.037913340892,201.463389709178,208.612436972606,521.257411350365,371.453623231255,738.501691453132
"OpenCoast_61772",3367.67792060921,466.341400603051,453.82855257434,478.854248631762,612.022746355224,400.823927675571,940.359651508731
"OpenCoast_61773",4446.36144219846,601.592703129452,596.331094796678,606.854311462226,822.176694276917,536.69798531701,1233.93709997319
"OpenCoast_61776",0,0,0,0,0,0,0
"OpenCoast_61777",9.93608630452686,1.41826359588807,1.03471493132612,1.80181226045002,1.76337059968448,0.864338995951137,3.37885705008704
"OpenCoast_61779",519.563938386466,74.9230081941461,71.2549849225856,78.5910314657065,91.4465605165841,60.2454794362529,145.082562951881
"OpenCoast_61780",5010.61431142514,677.936116335821,665.503660723774,690.368571947868,926.512692325622,598.953294651396,1403.74942962733
"OpenCoast_61782",644.170864710104,87.156317995277,84.3752854462738,89.9373505442803,119.113634593545,75.9377569016464,182.87261277337
"OpenCoast_61783",2774.49343770582,301.594407844584,295.117321626669,308.071494062499,586.826135843196,402.804079291997,855.062815026092
"OpenCoast_61787",14237.5558692467,1494.63770454872,1485.03703577021,1504.23837332722,3064.37006034278,2151.50146437898,4376.53041924023
"OpenCoast_61789",23458.3453055929,1798.55133457981,1792.54762593685,1804.55504322278,5713.04541572411,4217.7591198514,7855.12195285209
"OpenCoast_61790",56047.0602758528,7032.68013343222,7023.15293796121,7042.20732890324,10914.1490374986,7818.47942648397,15991.2279370064
"OpenCoast_61791",1791.60468602499,137.5005153204,136.636821743522,138.364208897277,436.189221191661,321.037991444763,601.546924921999
"OpenCoast_61793",6228.0591268913,970.489869146995,957.678551843608,983.301186450382,1023.79694387487,661.04752154479,1606.49876349613
"OpenCoast_61795",1382.79560017859,181.806886893197,176.910888393906,186.702885392489,260.978092239989,168.99154685965,396.093195495688
"OpenCoast_61798",629.997722029875,56.9501398105239,53.4074362153999,60.4928434056478,144.781430760663,98.4714181486778,214.148628069317
"OpenCoast_61799",3189.97884892704,992.689517997605,978.334075980461,1007.04496001475,28.7736092173219,0,321.086798845283
"OpenCoast_61801",10466.429520478,1332.69373380826,1287.8928214792,1377.49464613732,2018.76166294399,1312.26265645355,3062.43462072316
"OpenCoast_61802",77.1361093730606,6.40437090006953,6.28987812245655,6.51886367768251,18.2953826822782,13.1946206202577,25.7045159483229
"OpenCoast_61805",1440.44017073366,110.43854789015,110.072813793313,110.804281986986,350.804799180475,258.994855984266,482.32452159041
"OpenCoast_61807",17058.0372274233,1493.39598449321,1486.36715226044,1500.42481672599,3968.75811609999,2878.10347766736,5533.31422443794
"OpenCoast_61808",3346.58711337945,409.180327348737,389.539880677944,428.820774019531,662.430332226498,429.472964908669,1010.57803672877
"OpenCoast_61810",123.985518393585,17.6975261451601,16.9118485806553,18.4832037096649,22.0038766996496,14.1271472744159,34.6607160653899
"OpenCoast_61811",1298.26639273987,99.5380843313657,98.2038148136165,100.872353849115,316.179797287868,231.06779956145,439.091422637324
"OpenCoast_61813",2988.56875685911,266.393516171035,263.457924674235,269.329107667835,690.57608546282,496.347282756959,970.725550631316
"OpenCoast_61814",24756.132259579,1914.95755681719,1907.64944460934,1922.26566902505,6012.2035540226,4432.12211895477,8276.67312308377
"OpenCoast_61815",1298.71048117205,270.256146593699,269.220561086491,271.291732100908,145.603936582402,92.3375915138567,263.754435826506
"OpenCoast_61817",123.031981963772,17.5614196375969,16.6399637921713,18.4828754830224,21.8346513070225,13.9000309760249,34.6601005568103
"OpenCoast_61820",481.395724494612,149.805535505478,147.871003152606,151.74006785835,4.3421894349414,0,48.3808912012131
"OpenCoast_61821",0,0,0,0,0,0,0
"OpenCoast_61822",664.422711751546,102.272036486868,97.8197178217578,106.724355151978,110.482760043094,69.1897887785777,177.832491209251
"OpenCoast_61823",34866.7793851466,3919.71838983009,3905.3217163804,3934.11506327978,7244.97303708771,5186.43335772642,10428.117649359
"OpenCoast_61824",67640.8522898702,5330.34493331871,5327.15722416541,5333.53264247201,16328.9323784206,12050.8778591696,22443.5511624592
"OpenCoast_61825",22226.0210049967,2891.95476853601,2888.51209751403,2895.39743955798,4225.03941747398,2818.32942736039,6237.24268731475
"OpenCoast_61828",9681.20454508388,742.257952471581,739.212744899895,745.303160043267,2357.76055490973,1739.32410564681,3244.26081430599
"OpenCoast_61831",919.279168116227,83.1004229355587,78.1481156468069,88.0527302243105,211.261959486938,144.087721087218,311.712432640144
"OpenCoast_61832",5978.62550648859,458.38121758248,456.290812213369,460.471622951591,1456.03445585023,1073.62544050204,2004.40588814222
"OpenCoast_61833",36804.2406750011,4979.61376332765,4892.81133090277,5066.41619575253,6805.47214321445,4403.53019781249,10301.7129313635
"OpenCoast_61837",2686.93489578928,363.542291400289,359.169669549685,367.914913250894,496.841131580395,323.252702594716,748.093656943484
"OpenCoast_61841",18.1209373807039,2.45176282760924,2.37079395867168,2.53273169654681,3.35074253106597,2.13371456280451,5.14988778297851
"OpenCoast_61843",253.834086552894,22.945934901616,21.4182748765439,24.4735949266881,58.334277953486,39.4905288635317,86.6381291143795
"OpenCoast_61845",37964.7997229255,4604.60565951076,4596.84844530949,4612.36287371203,7552.10285976721,5146.32095232603,10995.0195579328
"OpenCoast_61846",33.2170043612926,6.0698651937343,5.7316310423122,6.40809934515638,4.56655177279519,2.83721684910439,7.98414712707064
"OpenCoast_61849",35.3299916095559,2.82340983321197,2.78094615318435,2.86587351323959,8.48960678008391,6.19080048730657,11.8519829882937
"OpenCoast_61852",1050.90645761847,100.480143606237,98.6524572225265,102.307829989948,236.030613187773,168.289428399814,336.839878524024
"OpenCoast_61853",1873.12620671184,253.433975768112,248.251391717112,258.616559819113,346.359766883087,223.426252545401,525.853671632196
"OpenCoast_61856",16957.6608939917,1300.14386074234,1290.98587221879,1309.30184926589,4129.86873412274,3037.61381698539,5699.3139320986
"OpenCoast_61858",2875.9999759245,439.942081684352,436.461792888723,443.42237047998,480.981870606433,312.535815793533,746.254193108426
"OpenCoast_61861",9246.25953241009,708.910718349882,704.873761772198,712.947674927566,2251.83404652315,1658.52649828752,3103.41929086117
"OpenCoast_61862",535.142271108182,41.0293579258643,40.3760579044336,41.682657947295,130.328548705687,95.0024891869026,181.44215812352
"OpenCoast_61863",70.8831359795835,5.8852059957779,5.66312710649964,6.10728488505616,16.8122829762445,11.8798508078845,24.0816205846302
"OpenCoast_61870",8204.40465142803,634.421963280535,632.181397104625,636.662529456444,1992.71045015324,1469.47624861686,2742.39890072775
"OpenCoast_61871",4026.64428775171,1253.05143590545,1246.44947109452,1259.65340071639,36.3203314755204,0,401.62862051827
"OpenCoast_61872",7983.9769940504,2196.69113601581,2172.13344985394,2221.24882217768,359.858137249066,197.047908576855,1092.08675656379
"OpenCoast_61876",144.119824987009,17.4209617729309,17.0151717301868,17.826751815675,28.7276473861594,19.1707244240834,42.6992171400114
"OpenCoast_61877",1023.64161544426,80.7163955888907,79.3239504958017,82.1088406819798,247.063886092516,179.563272932526,345.25131396175
"OpenCoast_61878",15584.3174240122,1194.84961689901,1189.22249318329,1200.47674061473,3795.40466544392,2798.17057219597,5225.60463561708
"OpenCoast_61879",30444.34654584,9332.25922547596,9248.14845293035,9416.36999802157,416.324981967449,98.4418038591694,3190.90749887703
"OpenCoast_61880",5.2427489473356,0.709343932574507,0.623568452490175,0.79511941265884,0.969436707851826,0.561211607241157,1.61674280573964
"OpenCoast_61881",2561.10888829896,203.529775315833,202.650770905175,204.408779726491,616.562901806378,453.390725160646,851.235430181584
"OpenCoast_61883",23849.1222632045,1828.51220391989,1820.21072327992,1836.81368455987,5808.21523598083,4282.84876065862,7995.5419210253
"OpenCoast_61885",7590.77264701584,627.53623688039,624.248702637834,630.823771122947,1803.10507242055,1316.88844542871,2500.8258036312
"OpenCoast_61887",9314.37909983249,756.643007901133,754.82205277369,758.463963028576,2225.91432365623,1643.5499429029,3073.45019889768
"OpenCoast_61889",1170.87945942702,111.951102189852,108.99380028057,114.908404099134,262.976209513275,185.930537005947,378.326203204043
"OpenCoast_61890",9.62939352949509,1.75961444282323,1.46284363813964,2.05638524750682,1.3238136592564,0.724122782345151,2.56214541655663
"OpenCoast_61893",7357.60695733986,564.107725419247,561.577529386033,566.63792145246,1791.87159839055,1321.35889267302,2466.54154044012
"OpenCoast_61894",2205.65643637713,183.128783801716,181.012451570128,185.245116033304,523.144463690604,379.719698778169,730.439578868411
"OpenCoast_61897",30785.2937490198,2565.07312164468,2560.75601782323,2569.39022546613,7292.68578972893,5339.89996094446,10086.4666235015
"OpenCoast_61899",856.598154550322,156.529326569282,154.219253445205,158.839399693359,117.761968499276,76.3401309506695,197.90534890598
"OpenCoast_61900",156.452397848735,28.5891212178337,27.504694510385,29.6735479252824,21.5085010973096,13.6151092277657,36.971644735301
"OpenCoast_61901",313.370154744597,57.263279203343,53.1244673899709,61.4020910167151,43.0809780474243,26.2971626864729,76.5037029205533
"OpenCoast_61902",14029.7878698967,1281.23608657829,1277.9311275985,1284.54104555807,3211.24228724133,2319.40308896837,4488.27691262482
"OpenCoast_61904",1102.36313071433,138.08044503355,137.225206810383,138.935683256718,214.907253052484,144.404065454805,316.287358957056
"OpenCoast_61905",166.69940731552,13.2475011395337,13.0906600978449,13.4043421812224,40.131316076969,29.2877438762404,55.8207480040804
"OpenCoast_61906",14.3994453773018,1.13542797772098,1.11973214551099,1.15112380993098,3.47541842654483,2.53470443162503,4.84024624645014
"OpenCoast_61909",4935.34670254206,579.67863494867,576.674845667095,582.682424230246,1000.66873267232,690.138422155092,1453.32906970184
"OpenCoast_61912",34437.5764108568,8394.44074374203,8380.79198769587,8408.08949978819,2632.81559877842,1605.05511787794,5748.41632987993
"OpenCoast_61913",2.76019133027342,0.504379898363052,0.482732980233477,0.526026816492626,0.3794609675038,0.238957835043108,0.655401121213301
"OpenCoast_61915",25.0827281068365,4.58345902127772,3.89905117109185,5.26786687146358,3.44828134581239,1.93007079424277,6.56347879178519
"OpenCoast_61916",6064.13620408205,683.12439977191,681.225142620959,685.023656922862,1258.6726541372,908.150760164454,1810.67792109967
"OpenCoast_61917",23.818063116037,1.8781067276176,1.76624738770806,1.98996606752713,5.74867526276861,3.99820180113407,8.36741079092863
"OpenCoast_61919",7299.07410188185,1525.94678627945,1489.58821995572,1562.30535260318,811.289731884135,503.785577521559,1504.68379123369
"OpenCoast_61920",1980.83449280911,616.415885817267,612.084763229582,620.747008404951,17.8671271251382,0,197.919336013173
"OpenCoast_61922",1648.19342946746,129.963681480621,129.187389419329,130.739973541913,397.804336569154,292.437660010027,549.735537339966
"OpenCoast_61923",7556.248521357,887.515324087975,883.975792150581,891.054856025369,1532.07101493575,1057.90232225645,2222.4729477149
"OpenCoast_61925",3579.3827651749,274.431276605959,267.35948753749,281.503065674429,871.722878630694,629.081147147036,1225.36628587692
"OpenCoast_61926",1037.65662117077,80.5479276222259,76.7673551791096,84.3285000653422,251.720099042866,177.46291931574,361.524404583148
"OpenCoast_61927",300.657202898082,33.2983653155621,32.4716763888826,34.1250542422417,62.9750776244327,42.8994154996299,92.3311039904807
"OpenCoast_61931",203.9404403023,27.5931415729012,25.9375912040386,29.2486919417638,37.7106268162983,23.3438320836347,59.4723402815863
"OpenCoast_61932",0,0,0,0,0,0,0
"OpenCoast_61934",268.825382978118,20.6108421129323,20.3805668377497,20.8411173881149,65.4697337704909,47.9542749123523,90.7201580423827
"OpenCoast_61936",29019.7022663869,2233.40576720242,2226.56928788788,2240.24224651695,7058.99309551734,5210.69014232298,9706.19032656493
"OpenCoast_61938",365.552838341143,28.0269361156155,27.6441287735867,28.4097434576442,89.026738249602,65.0450088790275,123.665942109745
"OpenCoast_61939",57.3878677308882,5.1877125526288,4.70091724810868,5.67450785714892,13.1884565734789,8.6674444763436,20.0881295069616
"OpenCoast_61941",4971.52274697314,672.647027665466,670.993990703527,674.300064627405,919.284271142803,603.894591633174,1371.07679807572
"OpenCoast_61943",3734.90820839214,505.333080595457,503.377090072734,507.28907111818,690.621876813791,453.039381065461,1031.4877779403
"OpenCoast_61944",4.11209507928439,0.556366464227178,0.524679376259205,0.588053552195151,0.760367501110476,0.472211438633284,1.19570888946347
"OpenCoast_61945",5164.47239806882,535.626745517577,530.920648359505,540.33284267565,1118.08896106804,785.04550604482,1597.84096916345
"OpenCoast_61946",149.000873707616,17.3163519028642,16.6428304819367,17.9898733237916,30.3952178670516,20.1709992432415,45.5400676049777
"OpenCoast_61948",0,0,0,0,0,0,0
"OpenCoast_61953",4211.96925008613,450.370600045436,443.214842047199,457.526358043673,898.344073524645,622.352379556376,1298.57351960281
"OpenCoast_61956",40599.5862820914,3167.66365123755,3160.04114063129,3175.2861618438,9832.72987215093,7251.77957434068,13527.2858105303
"OpenCoast_61958",5.06998454427432,0.388715715009512,0.38252945971712,0.394901970301904,1.23474403591257,0.90006931698146,1.71898504719652
"OpenCoast_61959",7188.82467624942,551.167187928043,547.637424115327,554.696951740758,1750.76636165378,1288.55864497724,2414.56320169507
"OpenCoast_61960",19384.2096622933,3065.35527564633,3052.77883415367,3077.93171713899,3141.66250031661,2053.13333014039,4910.18123230604
"OpenCoast_61962",61798.2342650778,7950.93547597871,7938.77822507557,7963.09272688185,11837.4771180418,8245.32072690342,17438.3008966802
"OpenCoast_61963",97402.5848948281,8154.41240303645,8143.13169342204,8165.69311265086,23034.8693061365,16861.5117829767,31864.6026496293
"OpenCoast_61964",3940.01489831171,302.080942253559,299.961906891695,304.199977615424,959.551228334835,705.792722098105,1324.16460844361
"OpenCoast_61967",340.294430882296,32.5365145827941,31.4418378174781,33.6311913481101,76.4291651300259,53.6360579666819,110.727853473469
"OpenCoast_61968",596.348210046296,46.9367877215378,46.66404567562,47.2095297674556,144.019872617387,105.748368498904,198.959925724119
"OpenCoast_61969",0,0,0,0,0,0,0
"OpenCoast_61970",747.260213717234,117.831667873773,116.381254820473,119.282080927073,121.448525160623,85.1561647176178,191.176005224928
"OpenCoast_61975",25611.3273400781,1967.47405734141,1963.94157574037,1971.00653894244,6233.52907022501,4608.14133918915,8559.01044450564
"OpenCoast_61978",1497.78921782903,202.650881172268,198.211095820341,207.090666524195,276.956204268766,178.389986238307,421.084355265862
"OpenCoast_61979",869.292468109287,117.615270935187,115.18765584029,120.042886030083,160.740870278088,103.668890256261,244.087201594502
"OpenCoast_61981",951.799197834857,72.9744444979985,72.1207152700286,73.8281737259684,231.801176640701,169.695800635361,321.369697395392
"OpenCoast_61984",5800.26571962463,946.261902783789,924.820919387052,967.702886180526,911.041183297213,581.029835658559,1466.72270559875
"OpenCoast_61986",3890.35051903535,298.27317429444,296.369597675298,300.176750913583,947.455965405869,697.340229824229,1306.65173927089
"OpenCoast_61989",1204.68129601828,189.960075165846,186.279650936984,193.640499394708,195.790922632167,136.300821495695,310.351872102846
"OpenCoast_61990",4093.75218137711,313.867979746183,310.601349304481,317.134610187886,996.992406252582,730.826704245837,1380.4683031708
"OpenCoast_61992",23770.0174559186,1901.14497734076,1897.9740500082,1904.31590467332,5710.25231221895,4202.39251254307,7867.4081183681
"OpenCoast_61993",121905.749537064,23597.1136425067,23566.5030071534,23627.72427786,15438.3264167566,10555.68818208,26468.5160164891
"OpenCoast_61994",15013.0705624643,2005.46774815298,2002.93749011091,2007.99800619506,2801.86757665371,1984.85739983049,4161.29014113885
"OpenCoast_61995",12759.1133627391,2128.21342448274,2109.61805378961,2146.80879517588,1957.38226539995,1392.55121273277,3135.41281724626
"OpenCoast_61996",10560.7787098855,824.498725480756,821.376816264505,827.620634697006,2557.16822521168,1883.20293341706,3523.03989996837
"OpenCoast_61997",2791.91333000665,214.05599501161,213.474417310083,214.637572713138,679.94257238982,502.292746611959,934.304728280717
"OpenCoast_61999",395.38869766287,52.4770931185618,51.8817467414581,53.0724394956655,74.1303217600657,48.6077028762294,111.039986491733
"OpenCoast_62000",2419.24008414046,752.84332178367,748.339022240009,757.347621327331,21.821545558947,0,241.473154626106
"OpenCoast_62001",4705.91738222863,1464.43443017573,1461.18765788709,1467.68120246436,42.4473747877023,0,467.95632542342
"OpenCoast_62003",9152.89437671016,809.129603986876,807.716875349198,810.542332624554,2121.71870437948,1541.10949221499,2952.45573759052
"OpenCoast_62005",2102.17741603906,300.061977109429,241.475759457421,358.648194761436,373.076253280439,201.714413465037,672.556740771655
"OpenCoast_62006",536.528345198456,41.1356282263657,40.8807118688137,41.3905445839176,130.666113189632,96.1899102795616,180.170605835877
"OpenCoast_62007",13556.157212096,1160.43763175483,1150.89207849086,1169.98318501881,3180.37946913043,2305.32324288508,4439.36433491543
"OpenCoast_62009",2625.76830105663,817.112837605813,793.001118798177,841.224556413449,23.6844300755308,0,268.216525233274
"OpenCoast_62011",115.366405656149,13.5768674175695,12.8636574879239,14.290077347215,23.3646093375859,15.2356521783457,35.5446743464381
"OpenCoast_62012",47965.5196040935,3989.24323229288,3980.4269086694,3998.05955591636,11369.7958001339,8322.81852254202,15730.9748377922
"OpenCoast_62013",21454.3530112231,1910.28691185892,1904.8388547646,1915.73496895324,4959.61146586482,3594.70235665629,6914.45776727501
"OpenCoast_62014",14595.6646985933,4542.02489755525,4519.63185178554,4564.41794332496,131.652895581312,0,1455.32166308912
"OpenCoast_62015",40994.5219949369,5389.10064991568,5383.40167657305,5394.79962325831,7737.75523808308,5376.84829587469,11447.5541209011
"OpenCoast_62017",304.549958347911,55.6515323243098,50.5985171095565,60.7045475390631,41.8684098382747,25.0467910832267,75.6346012644886
"OpenCoast_62018",130.411911390278,17.6447316111046,17.0062568965946,18.2832063256147,24.1144665351763,15.3056312069351,37.1758528620832
"OpenCoast_62020",23.8341973202989,3.22476689743644,2.94738057321936,3.50215322165351,4.40718142649646,2.65264251589742,7.12104488402881
"OpenCoast_62022",8882.09963511327,737.453067013309,734.741192150778,740.164941875841,2106.68405714631,1541.30669875668,2918.54263158954
"OpenCoast_62023",520.933321961115,40.3940953628101,38.8081079080367,41.9800828175836,126.413963662358,89.8502839379026,180.210412514881
"OpenCoast_62024",20595.9749104923,1925.86407101074,1921.70009495894,1930.02804706254,4669.17305507799,3361.45952525822,6541.04208879647
"OpenCoast_62025",1912.19860789458,258.720471648137,254.15731845646,263.283624839813,353.584644585787,228.741586610814,535.343370507621
"OpenCoast_62027",2689.84954652593,244.639451555995,243.195876420501,246.083026691489,616.677271737071,444.203444722001,864.372291702522
"OpenCoast_62028",306.838807531432,41.5152906590028,40.5559671587614,42.4746141592442,56.7375639006371,36.5003704428852,86.3650487904632
"OpenCoast_62031",17979.0065511118,1408.04159908718,1405.41931089765,1410.66388727672,4349.01608864433,3207.8363042963,5981.84214750425
"OpenCoast_62032",1010.80821318321,136.762351243688,127.366811852198,146.157890635179,186.908546699708,114.630130666978,297.187710958196
"OpenCoast_62036",393.985639870284,40.1317168197108,39.9213379525389,40.3420956868828,86.0264249231527,62.6575806437594,122.201193226291
"OpenCoast_62040",498.93666637928,44.3740817132468,42.4818062701243,46.2663571563693,115.390428228063,80.3102900830811,167.234332636831
"OpenCoast_62041",333.011593014842,33.9208478586999,33.5645312049114,34.2771645124885,72.7127943405826,52.6804067349142,103.829767207704
"OpenCoast_62042",0,0,0,0,0,0,0
"OpenCoast_62043",8441.81249363958,734.122431568136,730.06075745183,738.184105684442,1969.03034702019,1428.06927971951,2745.588751966
"OpenCoast_62047",726.951169098586,57.7703700097214,56.9700061496827,58.5707338697601,175.006663847337,127.459038449439,243.910676969884
"OpenCoast_62048",3851.49146804499,295.293850855009,292.50597677385,298.081724936169,937.992232127676,688.24935711494,1297.53221442803
"OpenCoast_62049",322.121628102444,30.7989614258886,28.9631395306955,32.6347833210816,72.3476051087949,49.4076917444669,107.447264306271
"OpenCoast_62051",59.9579031243862,5.73274497705522,5.40384385256646,6.06164610154398,13.4663751824045,9.21831871920774,19.957457182899
"OpenCoast_62052",270.04005422617,38.5451541585472,37.5903924771622,39.4999158399321,47.9243716052148,31.4007666338383,74.072405901082
"OpenCoast_62053",3110.00285049785,244.328996907994,242.678237529565,245.979756286424,751.525015849923,552.757532901759,1039.020091322
"OpenCoast_62056",10811.1020672679,828.887195497432,826.468949640814,831.305441354049,2632.93579746243,1944.63282268427,3618.6236858941
